question,question_ids,answer,answer_ids
" life, denoted by τ ","[1063, 204, 23, 2007, 7274, 431, 47141, 204]", Mosaic,62121
 by the INTCAL series of curves,"[431, 248, 3891, 6622, 2040, 2559, 275, 22215]", multis,58684
" September 9, the crew entered","[3278, 204, 36, 204, 23, 248, 8994, 7899]",estra,49685
 Export version of the Jaguar S for the,"[26915, 2684, 275, 248, 51462, 302, 312, 248]", Etc,63892
" speech, assembly and association ""","[7193, 204, 23, 12206, 273, 9619, 204, 13]",数据,49477
= = Aftermath = ,"[40, 204, 40, 2539, 6062, 204, 40, 204]", comparable,15872
 = = Biography = ,"[204, 40, 204, 40, 41392, 204, 40, 204]", deficient,49284
 Retrieved 20 May 2015 ,"[18934, 204, 423, 1896, 204, 626, 32, 204]", acclaim,24296
 burn down and that he was to stand,"[4538, 901, 273, 325, 332, 398, 271, 1405]", vilket,62475
 = = Economy = ,"[204, 40, 204, 40, 23410, 204, 40, 204]",icho,49497
= = Hyundai = =,"[40, 204, 40, 34029, 204, 40, 204, 40]", swapped,56365
"1969, it was decided to","[3954, 36, 204, 23, 334, 398, 3571, 271]", mend,49697
""" The Nameless "" was made","[13, 390, 20375, 5043, 204, 13, 398, 1021]", Rock,6064
" of Justice, at the eastern end","[275, 9289, 204, 23, 388, 248, 16896, 991]", idee,47693
", as the Great Red Spot is ","[23, 345, 248, 4212, 3509, 12888, 304, 204]", specialization,48345
 = Ancient Greek and Roman traditions ,"[204, 40, 25610, 10111, 273, 10112, 14923, 204]", Miner,63788
 on 8 and 9 April ,"[313, 204, 35, 273, 204, 36, 3242, 204]",osterone,12698
", who now started to close on V","[23, 569, 849, 2075, 271, 2469, 313, 553]",coated,42056
" stairs too, wearing masks or crash","[14611, 892, 204, 23, 6605, 14518, 379, 11019]", dismal,63769
= Used nuclear fuels = =,"[40, 14324, 9048, 23865, 204, 40, 204, 40]",near,44280
= = = Verdict and sentences,"[40, 204, 40, 204, 40, 64453, 273, 17900]", Pest,41006
 keeper or slip fielders. Man,"[36341, 379, 13340, 2206, 358, 204, 25, 1676]",itz,6264
 and that Talbot appear at a hearing on,"[273, 325, 62221, 2301, 388, 241, 6307, 313]",ancellation,37589
" leading to half a million hospitalizations,","[3736, 271, 2465, 241, 2261, 63483, 204, 23]",fel,22766
 = Impact on later tours =,"[204, 40, 14854, 313, 2185, 13814, 204, 40]", pedigree,64055
= = Exposure routes = ,"[40, 204, 40, 42932, 14537, 204, 40, 204]", energie,41821
= = Third quarter = ,"[40, 204, 40, 13839, 5273, 204, 40, 204]",terms,45162
 Sir Boyle fought hard for the Union ,"[10584, 56621, 13764, 1396, 312, 248, 6824, 204]", cerca,32062
 = = Behaviour = ,"[204, 40, 204, 40, 56060, 204, 40, 204]", crist,32815
-@ Sahasranamas (,"[24, 43, 26635, 277, 4121, 17499, 204, 19]", Eli,21052
 in the New York City borough of Queens,"[272, 248, 1184, 2798, 2681, 44527, 275, 18323]",uros,26448
 died after 671 ) was a,"[4841, 852, 204, 50233, 204, 20, 398, 241]",Experience,21529
" Genius of Genetics, provides a new","[45473, 275, 48177, 204, 23, 2665, 241, 627]",ocr,3363
= Lepidopterans in diapause,"[40, 56876, 300, 18548, 501, 272, 11943, 54161]", Dean,15104
", in announcing that Cagney","[204, 23, 272, 27095, 325, 319, 353, 1843]", Resident,33799
 = = Ratings = ,"[204, 40, 204, 40, 36473, 204, 40, 204]", peace,4720
 = = Reception = ,"[204, 40, 204, 40, 41035, 204, 40, 204]", adolescents,28002
= = Personal life = ,"[40, 204, 40, 8840, 1063, 204, 40, 204]",hence,64252
", but was prevented by the outbreak","[204, 23, 480, 398, 20945, 431, 248, 16302]",ssen,18099
 famines and attacks by hostile tribes or,"[1053, 1061, 273, 7811, 431, 25679, 25632, 379]",Places,61646
" for her preservation, and was transferred","[312, 573, 23674, 204, 23, 273, 398, 13996]",CHO,58670
 serves as a memorial park and site of,"[8759, 345, 241, 21621, 3707, 273, 1692, 275]",opia,28286
= = Collision and fire ,"[40, 204, 40, 7515, 1478, 273, 2858, 204]", Epson,54327
 for the upcoming World Cup. It,"[312, 248, 8229, 2889, 8067, 204, 25, 605]", gauche,47317
. On 13 August 1940,"[25, 1440, 204, 1313, 3333, 204, 5387, 27]",anmoins,63501
"wheels "", both because","[13145, 1097, 204, 13, 204, 23, 1216, 875]", víct,63961
 reached 55 mph ( 90,"[5283, 204, 3690, 24846, 204, 19, 204, 2687]", clauses,38939
= = = = Atlantids = = =,"[40, 204, 40, 204, 40, 204, 40, 7009, 384, 1703, 204, 40, 204, 40, 204, 40]", WIN,32214
". Michener, but agreed to work with James R. Hansen after","[25, 8355, 473, 246, 204, 23, 480, 7213, 271, 633, 335, 4826, 382, 25, 40103, 852]", Davis,11853
" his 1977 inaugural address by praising the outgoing President, saying,","[545, 204, 3344, 34, 31773, 2312, 431, 54291, 248, 33750, 3503, 204, 23, 3225, 204, 23]", scenery,23255
" 25 The Simpsons episodes ever, it was placed third. To","[204, 1395, 390, 3462, 61172, 12144, 1779, 204, 23, 334, 398, 5394, 2914, 204, 25, 1472]", Plumbing,35713
 of an attack and the main assembly of Canadian troops was detected by 3 ,"[275, 267, 3033, 273, 248, 1316, 12206, 275, 8083, 12092, 398, 14954, 431, 204, 30, 204]", sheen,63340
 his own illusion. Little was known about his working process throughout his lifetime ,"[545, 946, 22870, 204, 25, 8527, 398, 2245, 544, 545, 1660, 1200, 3151, 545, 10209, 204]", mage,50329
" 460 and LS 460 L arrived at dealerships in Japan, the U","[204, 27496, 273, 31586, 204, 27496, 393, 7029, 388, 59439, 272, 4086, 204, 23, 248, 493]","""",13
" on, he played hockey at every opportunity, often accompanying his father to","[313, 204, 23, 332, 3983, 17652, 388, 759, 3092, 204, 23, 1764, 23599, 545, 3685, 271]", succession,30394
" Fey wound up "" winning "" over Sorkin when Studio ","[3948, 100, 14877, 510, 204, 13, 6336, 204, 13, 648, 302, 961, 242, 635, 10789, 204]",饭,63287
", Vaan is a 17 @-@ year @-@","[23, 22312, 257, 304, 241, 204, 1392, 204, 43, 24, 43, 649, 204, 43, 24, 43]",614,41842
" North Pole was "" impracticable "", the Admiralty decided","[3082, 36170, 398, 204, 13, 902, 891, 29341, 204, 13, 204, 23, 248, 37657, 787, 3571]", collective,12294
", the Johnson campaign launched a television ad that would come to be known as the","[23, 248, 7822, 3942, 7028, 241, 8203, 489, 325, 631, 1239, 271, 314, 2245, 345, 248]", maiden,44034
 It shares land borders with Scotland to the north and Wales to the west.,"[605, 7642, 2168, 16827, 335, 13499, 271, 248, 6775, 273, 15273, 271, 248, 9158, 204, 25]", mate,14958
" Pullan, and then by Colonel T. H. Minshall in","[21299, 257, 204, 23, 273, 832, 431, 32130, 301, 25, 370, 25, 331, 965, 25443, 272]", direct,1430
 = = = = On The Go! Travel Station ,"[204, 40, 204, 40, 204, 40, 204, 40, 1440, 390, 4022, 204, 12, 8615, 11415, 204]", roku,21741
" Australia. The six @-@ person studio, Team Bondi","[5403, 204, 25, 390, 2972, 204, 43, 24, 43, 923, 7882, 204, 23, 5888, 16801, 84]", taxed,43882
" campaigns throughout time. They had no choice. "" In Minneapolis ","[11605, 3151, 601, 204, 25, 1176, 618, 658, 3078, 204, 25, 204, 13, 529, 25887, 204]", utility,11502
" crest was introduced, adapting the Birkenhead crest through the inclusion of a","[41423, 398, 6723, 204, 23, 35022, 248, 21514, 2588, 2438, 41423, 788, 248, 14756, 275, 241]",Trad,48635
 ) of raw Hawaiian sugar. In the days after Washingtonian ',"[204, 20, 275, 7987, 33234, 5317, 204, 25, 529, 248, 1522, 852, 4868, 715, 204, 18]", czym,60396
 = = USS Michael Monsoor ( DDG @-,"[204, 40, 204, 40, 46884, 5493, 3030, 530, 252, 204, 19, 34200, 50, 204, 43, 24]",chio,20241
 in the Boat Race prior to this year. Three of the participants in the,"[272, 248, 26349, 15658, 3074, 271, 414, 649, 204, 25, 9004, 275, 248, 6381, 272, 248]", hist�,32249
. She hoped to increase interest in paralympic sport and to celebrate the bodies,"[25, 1261, 13722, 271, 2638, 1378, 272, 30088, 1195, 20618, 5456, 273, 271, 8923, 248, 7738]", Both,6949
ible. Another of Montalban's accounts held that she moved,"[840, 204, 25, 7362, 275, 6162, 268, 4511, 204, 18, 94, 6153, 3053, 325, 674, 4372]", thee,29410
" directional intersection. After this intersection, US 206 enters Bordentown","[56577, 20694, 204, 25, 2539, 414, 20694, 204, 23, 1571, 204, 21924, 20866, 52616, 284, 670]", vost,31090
 scholars and officials traditionally considered scientific and engineering pursuits to be the domain of artisans and,"[8597, 273, 6732, 21077, 3558, 6963, 273, 7727, 41442, 271, 314, 248, 7281, 275, 44294, 273]", Announces,43534
ow cites Lundie Barlow as suggesting that Wulfnoth may have,"[307, 43861, 40300, 396, 341, 1793, 307, 345, 14650, 325, 367, 7828, 89, 825, 724, 413]", Feast,53439
 At Blue Anchor the coloured alabaster found in the cliffs gave rise to the,"[1570, 5721, 49383, 248, 29761, 339, 366, 1732, 1217, 272, 248, 42251, 3416, 5923, 271, 248]", execut,4056
" his first article in 1798. On May 10, ","[545, 772, 2507, 272, 204, 14824, 35, 204, 25, 1440, 1896, 204, 696, 204, 23, 204]",apped,7286
 showed no evidence of the Soviet interceptor attempting to contact KAL 007 via,"[5233, 658, 3941, 275, 248, 16023, 29909, 252, 13648, 271, 2072, 531, 2040, 204, 24169, 2666]",SY,25060
" character to become involved in stories with the others. "" The Fight ","[2655, 271, 1904, 3490, 272, 4050, 335, 248, 1885, 204, 25, 204, 13, 390, 28512, 204]",kit,14363
" at Sound Works Studios, Astoria, New York, New York","[388, 11625, 8397, 19930, 204, 23, 11287, 5825, 204, 23, 1184, 2798, 204, 23, 1184, 2798]",Psalm,48329
 first performance of the cantata on 22 December 1715 in the duc,"[772, 2644, 275, 248, 11076, 785, 313, 204, 1671, 3960, 204, 20850, 32, 272, 248, 63154]",ella,2598
" cannabis plant, to treat the symptoms of CTE that he suffers from ","[12258, 3293, 204, 23, 271, 1796, 248, 5699, 275, 319, 5911, 325, 332, 30098, 427, 204]", Tuition,63928
"52 @,@ 273. Chambersburg is at the core of","[6265, 204, 43, 23, 43, 204, 31266, 204, 25, 36777, 6684, 304, 388, 248, 5304, 275]", cuanto,39184
" changed to "" Orthodox Church in America "" ( with no definite article","[4148, 271, 204, 13, 30898, 5222, 272, 3328, 204, 13, 204, 19, 335, 658, 25136, 2507]",inki,37094
@ hop classic and this album set the standard for East Coast rap for a long,"[43, 4008, 6060, 273, 414, 5026, 889, 248, 3304, 312, 4704, 9629, 4519, 312, 241, 916]",�,8277
"ptile @-@ like in appearance and physiology, Dimetrod","[444, 558, 204, 43, 24, 43, 606, 272, 6668, 273, 44087, 204, 23, 12411, 289, 10881]",Innov,56281
" church located between Alt and Bland Streets, Ashfield, a suburb","[4731, 3890, 1192, 14956, 273, 341, 1205, 41503, 204, 23, 9769, 3785, 204, 23, 241, 40479]",�,125
". Rejabhad, a well @-@ respected cartoonist","[25, 814, 85, 366, 19219, 204, 23, 241, 779, 204, 43, 24, 43, 17978, 21195, 383]",Psych,34603
 new science fiction magazines were launched in pulp format during these years ; Tops in,"[627, 4333, 11214, 18028, 646, 7028, 272, 33516, 5392, 1365, 783, 909, 204, 38, 55262, 272]",ucing,27160
1940 and began a refit at Portsmouth that lasted from 25 January to,"[5387, 27, 273, 3465, 241, 1134, 256, 388, 56205, 325, 21982, 427, 204, 1395, 3675, 271]", Run,8848
 Tureen ( known for his role in Joint Tribal Council of the Passama,"[301, 46824, 204, 19, 2245, 312, 545, 2836, 272, 19215, 54891, 5185, 275, 248, 6898, 2415]", loc,1036
 = = Dualist solutions to the mind – body problem =,"[204, 40, 204, 40, 21581, 383, 3847, 271, 248, 1744, 204, 600, 1691, 1375, 204, 40]", cocked,64211
 passenger ship belonging to the Canadian Northern Steamship Company that was sunk during the,"[15394, 5938, 20144, 271, 248, 8083, 10536, 2128, 2130, 973, 4927, 325, 398, 44232, 1365, 248]", czł,44056
 the SS. Himmler and Heydrich thus became two of the,"[248, 15493, 204, 25, 370, 6645, 2239, 273, 707, 3499, 7936, 5227, 3569, 847, 275, 248]", symptoms,5699
", Bob, Dave, David, Jessica and Shirine ","[204, 23, 9151, 204, 23, 12623, 204, 23, 4653, 204, 23, 19589, 273, 29027, 438, 204]", stimulate,23433
" = Series 4, Episode 8 ( Cold Feet )","[204, 40, 6938, 204, 31, 204, 23, 18171, 204, 35, 204, 19, 15375, 34986, 204, 20]", Evaluation,23618
" 77 yards with one touchdown and no interceptions, and Oklahoma had 238","[204, 5472, 10027, 335, 532, 18609, 273, 658, 61453, 204, 23, 273, 15295, 618, 204, 27767]",03,4328
"'s reign was an extremely short one, lasting hardly a month,","[18, 94, 19274, 398, 267, 4566, 1866, 532, 204, 23, 13644, 10859, 241, 1325, 204, 23]",Model,7788
" v. New Haven, 21 U.S. ( 8","[354, 25, 1184, 23627, 204, 23, 204, 1868, 493, 25, 62, 25, 204, 19, 204, 35]", cov,24209
" appears to not be addictive, also the intensity of the experience creates a dys","[5741, 271, 416, 314, 31061, 204, 23, 614, 248, 14062, 275, 248, 1417, 8176, 241, 9916]",eted,17006
" Bremer suggested that it opened around 200, based on Thaum","[5590, 688, 7477, 325, 334, 5177, 1111, 204, 853, 204, 23, 1934, 313, 526, 76, 381]", Dump,36579
= = = Post @-@ match = = ,"[40, 204, 40, 204, 40, 3612, 204, 43, 24, 43, 3185, 204, 40, 204, 40, 204]",unku,63598
", writing to a cousin : "" Well, honey, one","[23, 2607, 271, 241, 17260, 204, 37, 204, 13, 3760, 204, 23, 11910, 204, 23, 532]", Prosecut,40405
 colored lipstick. She is cooking in a skillet while one of her neighbors drinks,"[14885, 33830, 204, 25, 1261, 304, 7235, 272, 241, 30962, 1093, 532, 275, 573, 13809, 10512]",HE,3105
 He also gained valuable friendships with multiple celebrities through his work on Saturday Night Live ,"[707, 614, 10345, 7085, 29129, 335, 3381, 22534, 788, 545, 633, 313, 4882, 8121, 7232, 204]", part,622
os and the Dublin University Magazine. In mid @-@ 188,"[363, 273, 248, 20045, 2000, 12161, 204, 25, 529, 3852, 204, 43, 24, 43, 204, 9892]", apoptosis,51463
" The success of the crusade inspired the literary imagination of poets in France,","[390, 1823, 275, 248, 46240, 682, 7152, 248, 16239, 13720, 275, 35120, 272, 5582, 204, 23]", ford,55719
" sudden, repetitive, nonrhythmic movements ( motor tics","[5728, 204, 23, 29567, 204, 23, 1462, 17044, 5641, 10507, 11275, 204, 19, 5267, 240, 955]",Grat,64368
" Since Rondo's return, Pressey's occasional starts","[5038, 382, 13417, 204, 18, 94, 1161, 204, 23, 2780, 5344, 204, 18, 94, 17245, 5766]", Komment,41195
" by Arnthor Birgisson, Max Martin and Savan Kote","[431, 1118, 404, 1589, 21514, 82, 24977, 204, 23, 6275, 7772, 273, 10468, 257, 531, 1401]", devour,61010
"'s "" Toasty! "" effect during an upperc","[204, 18, 94, 204, 13, 1472, 11227, 204, 12, 204, 13, 1334, 1365, 267, 16208, 1983]", Specialists,45609
 ( 37 @.@ 8 km ) to the south,"[204, 19, 204, 3597, 204, 43, 25, 43, 204, 35, 8027, 204, 20, 271, 248, 6520]",bait,63400
" Grove, near Bathurst, New South Wales. He was the","[21954, 204, 23, 2578, 10474, 23247, 204, 23, 1184, 2993, 15273, 204, 25, 707, 398, 248]", song,3172
 whereas when it contains a value of'S'or'Y,"[10206, 635, 334, 5153, 241, 1881, 275, 204, 18, 302, 204, 18, 379, 204, 18, 551]", enjoyment,20997
"( Evansville ). Jefferson General Hospital at Port Fulton, Indiana","[19, 19773, 3931, 204, 20, 204, 25, 22998, 4860, 7735, 388, 4149, 56155, 204, 23, 14273]",ocalypse,34995
 branch of Islam. She was described by the New York Times as a ,"[10157, 275, 12018, 204, 25, 1261, 398, 5383, 431, 248, 1184, 2798, 6683, 345, 241, 204]", objective,9497
 it if the players have enough blocks. The worlds in the Xbox 360,"[334, 565, 248, 3005, 413, 1713, 9083, 204, 25, 390, 15473, 272, 248, 13790, 204, 9470]",rze,16703
 work is one of Mozart's most advanced compositions in the concerto genre,"[633, 304, 532, 275, 49823, 204, 18, 94, 758, 5743, 32197, 272, 248, 9002, 534, 12042]",print,4321
 creating a one @-@ off television production that would appeal to middle ,"[3957, 241, 532, 204, 43, 24, 43, 597, 8203, 3146, 325, 631, 8625, 271, 4345, 204]",ours,1466
 a relatively small head. Adults had skulls up to 56 cm ,"[241, 6976, 1385, 1319, 204, 25, 30731, 618, 23046, 94, 510, 271, 204, 5499, 6401, 204]",described,59319
" "" a unique experiment in'broadwebcasting'"" ","[204, 13, 241, 2849, 6100, 272, 204, 18, 3988, 11552, 29080, 204, 18, 204, 13, 204]", genuinely,17722
. There was also an unverified report of a 333 km / h,"[25, 1293, 398, 614, 267, 476, 39891, 1416, 275, 241, 204, 22287, 8027, 204, 26, 278]", marble,21868
". Born in Claude, Ontario, he attended and taught at the University","[25, 24490, 272, 41952, 204, 23, 13805, 204, 23, 332, 10013, 273, 7366, 388, 248, 2000]", cultiv,12229
 allowed to maintain an air force. After the 1926 signing of the,"[4217, 271, 3359, 267, 1829, 4091, 204, 25, 2539, 248, 204, 6182, 33, 11680, 275, 248]", quelqu,42724
 honour on Lancaster when he created him Duke of Lancaster. The title of duke,"[22492, 313, 38418, 635, 332, 2870, 801, 16334, 275, 38418, 204, 25, 390, 4120, 275, 52957]", quand,15736
board directors. The episode originally aired on Nickelodeon in the United States,"[3362, 15120, 204, 25, 390, 6699, 8506, 32011, 313, 39570, 1085, 245, 272, 248, 2522, 2941]",although,20256
" poorly executed in a comedic fashion, and said that this "" combined with","[18256, 15916, 272, 241, 58411, 5491, 204, 23, 273, 746, 325, 414, 204, 13, 6725, 335]", Exposure,42932
 are sometimes scavenged by wolverines. Wolverines usually wait until,"[362, 3575, 45562, 1272, 269, 431, 251, 15491, 1061, 204, 25, 46043, 1061, 2767, 2395, 1725]", snark,61077
" that he should have noticed that, according to Diefenbaker ","[325, 332, 808, 413, 6900, 325, 204, 23, 2938, 271, 361, 2718, 250, 77, 3405, 204]",朋友,44820
" ( 770 m ) long, with a clearance of 53","[204, 19, 204, 30642, 266, 204, 20, 916, 204, 23, 335, 241, 21779, 275, 204, 6765]", Generated,42693
 @-@ engineered from malfunctioning wrecks of V @-@,"[204, 43, 24, 43, 26542, 427, 41897, 263, 40548, 4325, 275, 553, 204, 43, 24, 43]",Anth,36421
"ites may compete with each other for nesting space. In particular, ants","[2263, 724, 12153, 335, 1148, 599, 312, 48851, 2151, 204, 25, 529, 2057, 204, 23, 35651]",ther,502
" of cricketing media. As well as newspaper columns, Boycott contributes","[275, 23824, 263, 2398, 204, 25, 1130, 779, 345, 11768, 15932, 204, 23, 8011, 24344, 21385]",Leadership,53871
" to secondhand reports, Nasser convincingly denied the allegations. Ab","[271, 1459, 4626, 4636, 204, 23, 409, 13295, 21247, 6837, 13198, 248, 19681, 204, 25, 2332]",Bra,21507
" 11 : 00 the regiment's commander, Whyte","[204, 1069, 204, 37, 204, 527, 248, 50805, 204, 18, 94, 22513, 204, 23, 4161, 464]",rolled,14685
= = Scandal at the Fresco premiere = = =,"[40, 204, 40, 1537, 13195, 388, 248, 31393, 1512, 22992, 204, 40, 204, 40, 204, 40]", McC,8522
" economy. The plan is part of "" Vision 2025 ""","[5245, 204, 25, 390, 1353, 304, 622, 275, 204, 13, 16482, 204, 905, 32, 204, 13]", Ron,10173
" isotopic record, helps to put the last million years in longer term context","[43276, 15271, 2081, 204, 23, 3398, 271, 1340, 248, 1143, 2261, 909, 272, 2740, 1650, 4436]",isch,7485
"kami includes several references ( in visual effects, animation, or dialogue","[48444, 3026, 1988, 12365, 204, 19, 272, 5388, 3524, 204, 23, 15278, 204, 23, 379, 12797]",".""",861
" 100 @,@ 000 ha ) of land to the United","[204, 1425, 204, 43, 23, 43, 204, 1321, 374, 204, 20, 275, 2168, 271, 248, 2522]", occupations,44126
"vid north to Seneca Falls, Route 36 followed what is now NY","[18651, 6775, 271, 4156, 20487, 15678, 204, 23, 21442, 204, 2945, 4512, 637, 304, 849, 6577]",val,1687
" first draft, and after a few months, Jonathan complied. Two","[772, 7625, 204, 23, 273, 852, 241, 1218, 2137, 204, 23, 15944, 58941, 204, 25, 5878]", objectives,11574
. He was elected to the Pro Football Hall of Fame in 1975 ,"[25, 707, 398, 11356, 271, 248, 873, 13750, 4976, 275, 23878, 272, 204, 3344, 32, 204]",Diam,35976
""" In mid @-@ January, Cooper took his family to Sun","[13, 529, 3852, 204, 43, 24, 43, 3675, 204, 23, 12576, 2065, 545, 1443, 271, 5436]", enlarge,39158
" took refuge at Gibraltar, pursued by the French, after losing the","[2065, 11903, 388, 17030, 61171, 204, 23, 28967, 431, 248, 5063, 204, 23, 852, 7461, 248]", utilizar,40834
" per game, third in the Football Bowl Subdivision ( FBS ","[559, 1404, 204, 23, 2914, 272, 248, 13750, 13857, 4365, 32005, 204, 19, 378, 6894, 204]",arth,2802
 and construction of Old Pine Church are indicative of the early settlers'access to,"[273, 4474, 275, 6590, 21339, 5222, 362, 38873, 275, 248, 2304, 42271, 204, 18, 1565, 271]", MPI,61982
"'s JNA barracks was one of those attacked that day, but","[18, 94, 462, 4767, 37306, 5210, 398, 532, 275, 1014, 15646, 325, 1002, 204, 23, 480]",zar,35367
". katerinae, B. macrocarpus, and","[25, 429, 687, 1317, 80, 204, 23, 341, 25, 6183, 15551, 5978, 359, 204, 23, 273]",arita,46820
s obligations. Page and Dreja began putting a new line @-,"[94, 14606, 204, 25, 7846, 273, 33875, 4404, 3465, 5722, 241, 627, 1739, 204, 43, 24]", shipping,6691
 ported to the PlayStation 2 console by Pipe Dream Interactive and published by Maj,"[2043, 269, 271, 248, 26173, 204, 29, 10494, 431, 35594, 9954, 28125, 273, 4002, 431, 18306]",981,49047
= = Post @-@ Olympics and later life = =,"[40, 204, 40, 3612, 204, 43, 24, 43, 20591, 273, 2185, 1063, 204, 40, 204, 40]",Volume,25822
 by the alternating voltage of the input. DC @-@ to ,"[431, 248, 44732, 16079, 275, 248, 5198, 204, 25, 8366, 204, 43, 24, 43, 271, 204]",ameda,60421
" engineering support, for £ 3 @.@ 5 million ","[7727, 1164, 204, 23, 312, 5131, 204, 30, 204, 43, 25, 43, 204, 32, 2261, 204]", Transport,11073
"alein site was no longer required to be on alert, and returned primarily","[895, 242, 1692, 398, 658, 2740, 2554, 271, 314, 313, 10578, 204, 23, 273, 5887, 8708]", earbuds,56275
" from wealthy urban areas, replacing the subsistence hunting traditionally performed in poor rural","[427, 18274, 8738, 2698, 204, 23, 15951, 248, 3600, 14387, 12675, 21077, 6016, 272, 4439, 10088]",rupted,31963
"ara airlines, and survived until the 2000s. The Bou","[2755, 23262, 204, 23, 273, 16309, 1725, 248, 204, 853, 27, 94, 204, 25, 390, 16070]",IONE,54858
 due to a combination of a lack of vegetation and the consequences of phosphates mining,"[2159, 271, 241, 5777, 275, 241, 3795, 275, 29239, 273, 248, 9315, 275, 15435, 750, 9734]", bios,32771
 was founded with the passage of a bill in the Icelandic parliament 10 December,"[398, 9923, 335, 248, 11690, 275, 241, 5194, 272, 248, 24118, 276, 18947, 204, 696, 3960]",var,4942
@ Blaise @-@ Moyenmoutier between 16 and,"[43, 1282, 22181, 204, 43, 24, 43, 42815, 250, 88, 351, 812, 1192, 204, 1243, 273]", sf,17541
", while Caterham driver Vitaly Petrov was critical of the choice of Mug","[23, 1093, 32576, 3656, 5458, 33047, 100, 6581, 16157, 398, 4751, 275, 248, 3078, 275, 31332]",WS,10869
", 34 doubles, 15 home runs, and 72","[204, 23, 204, 3317, 27061, 204, 23, 204, 1030, 1081, 5895, 204, 23, 273, 204, 7428]",ess,368
 in the vicinity of the Palace. The explosion would have been seen from miles,"[272, 248, 31668, 275, 248, 17674, 204, 25, 390, 20341, 631, 413, 650, 2173, 427, 4794]", Annapolis,62045
 term solution and that summer Van Gaal returned to the club for a second spell,"[1650, 3377, 273, 325, 3550, 7703, 15798, 268, 5887, 271, 248, 4230, 312, 241, 1459, 12784]",mathbf,30711
" documents, minerals, wood specimens, shells, plant specimens ","[5759, 204, 23, 16962, 204, 23, 3616, 31406, 204, 23, 26595, 204, 23, 3293, 31406, 204]",保护,49125
", 2014. However, he announced his retirement on March ","[23, 204, 626, 31, 204, 25, 2071, 204, 23, 332, 4734, 545, 9517, 313, 3102, 204]",Url,15794
 Sporting events became a permanent feature at Belle Vue after an athletics stadium was built in,"[47004, 2863, 3569, 241, 8846, 3688, 388, 27964, 51091, 852, 267, 42089, 18963, 398, 3426, 272]", MySQL,36925
 = = = The Depew Memorial Fountain = =,"[204, 40, 204, 40, 204, 40, 390, 1091, 449, 98, 13950, 48205, 204, 40, 204, 40]", assault,11192
" personality. Orderic Vitalis, a medieval chronicler, records","[9433, 204, 25, 8059, 276, 33047, 259, 204, 23, 241, 24050, 9675, 2239, 204, 23, 5769]", Takes,36545
 European matches. Liverpool scored in the second minute of the match through Kevin Kee,"[4588, 9307, 204, 25, 20292, 10893, 272, 248, 1459, 5614, 275, 248, 3185, 788, 11600, 32064]", twisted,20814
", the Battle of Tempe Gorge, the struggle for the Pineios Gorge","[23, 248, 14729, 275, 8319, 449, 61933, 204, 23, 248, 8481, 312, 248, 21339, 2884, 61933]", Growth,17098
" help from the Nabatean king Aretas II, were killed and","[733, 427, 248, 50610, 375, 257, 6693, 317, 1131, 277, 4036, 204, 23, 646, 6109, 273]", ED,11655
 = = = = Intracellular signaling = = ,"[204, 40, 204, 40, 204, 40, 204, 40, 2653, 32450, 25935, 204, 40, 204, 40, 204]", INC,44569
"pariso - "" Chase the dog star, over the sea ","[1346, 14154, 204, 24, 204, 13, 18946, 248, 3696, 4177, 204, 23, 648, 248, 5426, 204]",engers,12210
" and although the volume carried has dropped significantly, particularly since coal deliveries to Ferry","[273, 4424, 248, 5991, 6728, 504, 7623, 6302, 204, 23, 4235, 1428, 9728, 27595, 271, 42433]",II,5292
 = = = Stars with very low mass = = ,"[204, 40, 204, 40, 204, 40, 16714, 335, 829, 1958, 2810, 204, 40, 204, 40, 204]", comedian,37163
 @-@ students... [ we discussed ] every subject under,"[204, 43, 24, 43, 1869, 204, 951, 204, 70, 360, 7780, 204, 72, 759, 2828, 813]", Slovenia,51332
 Thanksgiving Day game. The Raiders finished tied for the AFL West title with Kansas,"[15720, 3228, 1404, 204, 25, 390, 36248, 5077, 11205, 312, 248, 59056, 3431, 4120, 335, 13100]", Courtesy,40261
 that he has come to Oracle to see town mayor Gideon Polk ( Martin Kings,"[325, 332, 504, 1239, 271, 20011, 271, 760, 3371, 11867, 58005, 46973, 204, 19, 7772, 15499]",EOF,63385
" Earth's outer atmosphere into space, resulting in less favorable conditions for","[6490, 204, 18, 94, 13140, 8922, 679, 2151, 204, 23, 8418, 272, 1499, 20544, 3192, 312]", debugging,43637
" did not always help the Government. In July 1977, D","[826, 416, 1304, 733, 248, 6286, 204, 25, 529, 3313, 204, 3344, 34, 204, 23, 361]", psychologically,55619
= = = Widespread reproduction and imitation = = =,"[40, 204, 40, 204, 40, 367, 14933, 25211, 273, 47414, 204, 40, 204, 40, 204, 40]", naturaleza,61202
 3 along with the West Main Street – Allen Street segment. Rehabilitation,"[204, 30, 1858, 335, 248, 3431, 6489, 4294, 204, 600, 13470, 4294, 9536, 204, 25, 36501]", sanding,54483
" of love '. "" It was next performed on 2 April","[275, 1163, 204, 18, 204, 25, 204, 13, 605, 398, 1407, 6016, 313, 204, 29, 3242]",—¿,45280
" it at a cheaper price, something he believed pivotal in providing knowledge for ","[334, 388, 241, 12032, 2073, 204, 23, 1252, 332, 7939, 32760, 272, 3839, 2882, 312, 204]", hires,40467
