question,question_ids,answer,answer_ids
"al Foundation , as well as the more liberal National Association of Criminal Defense Lawyers . One notable proponent of the law is the Citizens","[284, 10606, 1919, 408, 1532, 408, 278, 901, 26054, 3086, 7993, 310, 315, 28479, 5282, 1947, 7927, 29891, 414, 869, 3118, 18697, 410, 3296, 310, 278, 4307, 338, 278, 21353, 466, 575]",kommt,21848
"candidate included Yuri Ryzhov , Vladimir V. Kara @-@ Murza , Alexander Podrabinek , Andrei Piontkovsky ,","[14020, 5134, 612, 5338, 390, 12339, 23294, 1919, 27880, 478, 29889, 476, 2518, 732, 29899, 29992, 7487, 1362, 1919, 9428, 8594, 4201, 27868, 1919, 1126, 5803, 349, 291, 29873, 9756, 7912, 1919]",tracking,23110
was formed through the amalgamation of the former city and the other constituent lower @-@ tier municipalities of the Regional Municipality of Hamilton @,"[471, 8429, 1549, 278, 626, 9564, 314, 362, 310, 278, 4642, 4272, 322, 278, 916, 10719, 296, 5224, 732, 29899, 29992, 26485, 11677, 1907, 310, 278, 16208, 12813, 2877, 310, 12372, 732]",湖,31496
"a 38 / 40 by Famitsu , composed of a 10 , 9 , 10 , 9 score by the","[263, 29871, 29941, 29947, 847, 29871, 29946, 29900, 491, 27458, 1169, 29884, 1919, 13725, 310, 263, 29871, 29896, 29900, 1919, 29871, 29929, 1919, 29871, 29896, 29900, 1919, 29871, 29929, 8158, 491, 278]",š,30039
Army 's independent 147th Infantry Regiment plus the 2nd Marine Division 's 8th Marine Regiment landed on 4 November .,"[8811, 525, 29879, 7417, 29871, 29896, 29946, 29955, 386, 26571, 17982, 2298, 278, 29871, 29906, 299, 15929, 7946, 525, 29879, 29871, 29947, 386, 15929, 17982, 2982, 287, 373, 29871, 29946, 3979, 869]",cons,3200
"I 'd rather see the president dead , it 's never been said but I set precedents . "" The incident was included in the video for "" Mos","[306, 525, 29881, 3265, 1074, 278, 6673, 7123, 1919, 372, 525, 29879, 2360, 1063, 1497, 541, 306, 731, 9399, 1237, 869, 376, 450, 15134, 471, 5134, 297, 278, 4863, 363, 376, 6630]",bind,5355
"a ( daughter ) by the PGR at the Servicio Médico forensic installations in Ciudad Victoria , Tamaulipas on 9 November","[29874, 313, 8750, 1723, 491, 278, 349, 14345, 472, 278, 9635, 11088, 26402, 1417, 363, 575, 293, 2601, 800, 297, 25757, 14212, 1919, 323, 3304, 352, 666, 294, 373, 29871, 29929, 3979]",bind,5355
"a young new manager , former Dutch and Milan star Frank Rijkaard , saw the club bounce back . On the field , an influx of international","[263, 4123, 716, 8455, 1919, 4642, 14872, 322, 20308, 5810, 4976, 390, 823, 1335, 538, 1919, 4446, 278, 4402, 289, 21543, 1250, 869, 1551, 278, 1746, 1919, 385, 4414, 1314, 310, 6121]",ockey,10119
"93 . In 1999 , the building was renamed as The Valley Library after an extensive expansion and renovation . Renovations took three years","[29929, 29941, 869, 512, 29871, 29896, 29929, 29929, 29929, 1919, 278, 5214, 471, 19533, 408, 450, 13939, 9538, 1156, 385, 20607, 13184, 322, 25615, 362, 869, 7493, 586, 800, 3614, 2211, 2440]",tim,5335
". Tittlemouse wonders if her home will ever be tidy again , but after a good night 's sleep , she gives her house a fortnight","[29889, 323, 1992, 15769, 281, 18452, 565, 902, 3271, 674, 3926, 367, 10668, 29891, 1449, 1919, 541, 1156, 263, 1781, 4646, 525, 29879, 8709, 1919, 1183, 4076, 902, 3699, 263, 5162, 11147]",collapse,24382
warm cloud tops at the center of a central dense overcast gave way to an eye feature evident on visible satellite imagery on August 28 . Rap,"[14294, 9570, 304, 567, 472, 278, 4818, 310, 263, 6555, 20619, 975, 4384, 4846, 982, 304, 385, 10977, 4682, 13602, 373, 7962, 28421, 6382, 708, 373, 3111, 29871, 29906, 29947, 869, 16866]",nero,12170
"Texas , and 43rd in the nation among public universities . In 2002 , the Conrad N. Hilton College of Hotel","[10319, 1919, 322, 29871, 29946, 29941, 5499, 297, 278, 5233, 4249, 970, 4946, 1907, 869, 512, 29871, 29906, 29900, 29900, 29906, 1919, 278, 1281, 3665, 405, 29889, 12338, 880, 6346, 310, 16923]",What,5618
numerous Japanese ships during the early part of the battle . Many of the hits on the ship were along the waterline and caused extensive flooding . Effort,"[12727, 10369, 13968, 2645, 278, 4688, 760, 310, 278, 10555, 869, 9267, 310, 278, 19572, 373, 278, 7751, 892, 3412, 278, 4094, 1220, 322, 8581, 20607, 5685, 3689, 869, 382, 600, 441]",teck,25168
"the play could not be reviewed because another play had been run , frustrated fans began throwing plastic beer bottles onto the field . Amid","[278, 1708, 1033, 451, 367, 9076, 287, 1363, 1790, 1708, 750, 1063, 1065, 1919, 1424, 4627, 630, 24909, 4689, 17452, 715, 6288, 367, 261, 18046, 793, 11480, 278, 1746, 869, 1913, 333]",gev,22407
arar and Tirugnana Sambandar . The temple in its current structure was built during the 12th century by Pandya D,"[279, 279, 322, 27810, 688, 29876, 1648, 317, 1117, 392, 279, 869, 450, 17567, 297, 967, 1857, 3829, 471, 4240, 2645, 278, 29871, 29896, 29906, 386, 6462, 491, 349, 392, 3761, 360]",änn,21922
"but its flip @-@ side , "" Rebecca Rodifier "" , provided a dark counterpoint , recounting the unpleasant saga","[541, 967, 285, 3466, 732, 29899, 29992, 2625, 1919, 376, 12936, 29872, 17630, 7733, 3709, 376, 1919, 4944, 263, 6501, 6795, 3149, 1919, 1162, 792, 292, 278, 443, 552, 13186, 269, 7781]",stud,18082
"th / 7th Battalion ( 1973 – 2006 ) , delinked to 5 RAR and 7 R","[386, 847, 29871, 29955, 386, 27841, 313, 29871, 29896, 29929, 29955, 29941, 785, 29871, 29906, 29900, 29900, 29953, 1723, 1919, 628, 682, 287, 304, 29871, 29945, 390, 1718, 322, 29871, 29955, 390]",чен,4896
"and dislocation . Pauline Kiernan argues that Shakespeare changed English drama forever in Hamlet because he "" showed how a character 's language can often","[322, 766, 5479, 869, 3739, 457, 476, 631, 13707, 1852, 1041, 393, 23688, 3939, 4223, 18621, 22296, 297, 7904, 1026, 1363, 540, 376, 10018, 920, 263, 2931, 525, 29879, 4086, 508, 4049]",zaj,18298
had succeeded in preventing him from implementing it as he had intended . Operation Bribie confirmed in his mind the need to establish a physical barrier to den,"[750, 14792, 297, 5557, 292, 1075, 515, 16049, 372, 408, 540, 750, 9146, 869, 20462, 350, 1091, 347, 16725, 297, 670, 3458, 278, 817, 304, 10127, 263, 9128, 2594, 4336, 304, 972]",top,3332
"almost unbelievable first year as a pro "" . Müller began the second half of the season in good form , but was involved in an altercation with","[4359, 443, 6596, 10384, 519, 937, 1629, 408, 263, 410, 376, 869, 22226, 4689, 278, 1473, 4203, 310, 278, 4259, 297, 1781, 883, 1919, 541, 471, 9701, 297, 385, 10551, 9252, 411]",两,31977
"ships might be provisioned and repaired , a site favoured by Samuel Pepys , then Clerk of the Acts of the navy","[9981, 1795, 367, 25161, 287, 322, 1634, 29874, 2859, 1919, 263, 3268, 5025, 14076, 491, 15316, 349, 1022, 952, 1919, 769, 315, 1358, 29895, 310, 278, 3185, 29879, 310, 278, 302, 5301]",ihren,14566
"as a community worker before becoming a window cleaner . As of 2010 , he works full @-@ time in an aerospace factory ,","[408, 263, 7881, 15645, 1434, 14171, 263, 3474, 27372, 869, 1094, 310, 29871, 29906, 29900, 29896, 29900, 1919, 540, 1736, 2989, 732, 29899, 29992, 931, 297, 385, 263, 9672, 3535, 12529, 1919]",deb,2553
"Ophelia fluctuated in strength , being downgraded to a tropical storm only to regain hurricane intensity three more times ; during this","[438, 561, 18556, 1652, 5313, 29884, 630, 297, 9324, 1919, 1641, 1623, 5105, 287, 304, 263, 21881, 14280, 871, 304, 1072, 475, 298, 1038, 26655, 26171, 2211, 901, 3064, 2056, 2645, 445]",mex,21800
the U.S. Virgin Islands experienced significant rainfall amounting to 10 – 12 inches ( 250 – 30,"[278, 501, 29889, 29903, 29889, 9167, 17839, 18860, 7282, 1153, 7192, 497, 5253, 292, 304, 29871, 29896, 29900, 785, 29871, 29896, 29906, 22831, 313, 29871, 29906, 29945, 29900, 785, 29871, 29941, 29900]",льной,25883
physical characteristics and chemical stability make it useful for industrial applications . Its resistance to wear and tarnish is well suited to use in fine jewelry,"[9128, 21862, 322, 22233, 25806, 1207, 372, 5407, 363, 18408, 8324, 869, 8011, 17711, 304, 19531, 322, 260, 2753, 728, 338, 1532, 480, 1573, 304, 671, 297, 2691, 432, 809, 295, 719]",Arbeits,24966
ruin by 19th @-@ century painters and visitors to the Highlands . In 1884 the castle came under the control,"[5796, 262, 491, 29871, 29896, 29929, 386, 732, 29899, 29992, 6462, 6788, 2153, 322, 26824, 304, 278, 5057, 5252, 869, 512, 29871, 29896, 29947, 29947, 29946, 278, 20610, 2996, 1090, 278, 2761]",fficial,7880
as a single point of contact for the relatives of Flight 370 passengers . The agency 's weekly search updates are provided in both English,"[408, 263, 2323, 1298, 310, 6958, 363, 278, 14576, 310, 2379, 523, 29871, 29941, 29955, 29900, 28134, 869, 450, 946, 3819, 525, 29879, 4723, 368, 2740, 11217, 526, 4944, 297, 1716, 4223]",$:,21063
"oned by MNS supporters on 5 February . Two days later , a group of 20 to 25 MNS activists forced themselves","[22367, 491, 341, 3059, 1462, 272, 2153, 373, 29871, 29945, 6339, 869, 7803, 3841, 2678, 1919, 263, 2318, 310, 29871, 29906, 29900, 304, 29871, 29906, 29945, 341, 3059, 5039, 2879, 11826, 6053]",ниц,7947
"for the end of time "" ) for the four available instruments — piano , violin , cello and clarinet . The piece was first performed by Messia","[363, 278, 1095, 310, 931, 376, 1723, 363, 278, 3023, 3625, 23643, 813, 11914, 1919, 5537, 262, 1919, 274, 3156, 322, 7542, 10157, 869, 450, 8424, 471, 937, 8560, 491, 11946, 423]",iverse,12193
"ations of US coinage that could be changed without an Act of Congress : the cent and the four gold pieces ( the quarter eagle , half eagle ,","[800, 310, 3148, 19480, 482, 393, 1033, 367, 3939, 1728, 385, 3185, 310, 11559, 584, 278, 1644, 322, 278, 3023, 7684, 12785, 313, 278, 12616, 321, 20860, 1919, 4203, 321, 20860, 1919]",IK,23328
"] ; Thio , Li @-@ ann ( 2010 ) , "" Protection of Life & Liberty "" , Constitutional Law in","[4514, 2056, 498, 601, 1919, 2718, 732, 29899, 29992, 2889, 313, 29871, 29906, 29900, 29896, 29900, 1723, 1919, 376, 14409, 428, 310, 4634, 669, 10895, 1017, 376, 1919, 20063, 284, 7927, 297]",whisper,21039
"of the week . James Poniewozik of Time gave the episode a positive review commenting that "" it at least showed that a season 8 Office is","[310, 278, 4723, 869, 5011, 26317, 646, 2112, 638, 310, 5974, 4846, 278, 12720, 263, 6374, 9076, 3440, 292, 393, 376, 372, 472, 3203, 10018, 393, 263, 4259, 29871, 29947, 11367, 338]",voy,12278
Bubblegum ( voiced by Hynden Walch ) and Lady Rainicorn ( voiced by Niki Yang ) go searching for Finn and,"[350, 23232, 29887, 398, 313, 992, 7612, 491, 9665, 299, 264, 5260, 305, 1723, 322, 10040, 21431, 293, 1398, 313, 992, 7612, 491, 405, 10058, 27583, 1723, 748, 11975, 363, 21189, 322]",marked,10902
"WF SmackDown ! 2 : Know Your Role received a better reception than the first WWE SmackDown game , as IGN stated that season","[29686, 4116, 547, 6767, 1738, 29871, 29906, 584, 19320, 3575, 1528, 280, 4520, 263, 2253, 25647, 1135, 278, 937, 399, 8851, 4116, 547, 6767, 3748, 1919, 408, 306, 20728, 8703, 393, 4259]",России,11325
"lander can outweigh the interest in free expression , and so context is important . This is the difference between prima facie rights and concrete rights . The","[1049, 261, 508, 714, 705, 1141, 278, 4066, 297, 3889, 4603, 1919, 322, 577, 3030, 338, 4100, 869, 910, 338, 278, 4328, 1546, 7233, 4024, 347, 10462, 322, 18387, 10462, 869, 450]",encounter,11735
"'s as they defeated the Australians by an innings and 1 run . The match began on Monday , 17 June and was completed within two","[525, 29879, 408, 896, 16235, 278, 4648, 5834, 491, 385, 7622, 886, 322, 29871, 29896, 1065, 869, 450, 1993, 4689, 373, 27822, 1919, 29871, 29896, 29955, 5306, 322, 471, 8676, 2629, 1023]",$).,18724
their retreat and revealed that the city had a secret entrance in the form of a cave . Alvarado sent 40 men to cover the exit from,"[1009, 22162, 271, 322, 17845, 393, 278, 4272, 750, 263, 7035, 19546, 297, 278, 883, 310, 263, 24230, 869, 838, 1707, 912, 2665, 29871, 29946, 29900, 1757, 304, 4612, 278, 6876, 515]",ires,2658
"before the colony was created , the site had already been settled by Illyrians and "" Scupi "" is probably of Illyrian origin .","[1434, 278, 784, 2592, 471, 2825, 1919, 278, 3268, 750, 2307, 1063, 17141, 491, 1720, 368, 374, 550, 322, 376, 2522, 786, 29875, 376, 338, 3117, 310, 1720, 368, 6392, 3978, 869]",Deze,20651
"shipbuilding , fishing , and railroad hub during the mid @-@ 19th century . The city was the site where three sets of track","[7751, 25237, 1919, 9427, 292, 1919, 322, 8367, 9972, 19766, 2645, 278, 7145, 732, 29899, 29992, 29871, 29896, 29929, 386, 6462, 869, 450, 4272, 471, 278, 3268, 988, 2211, 6166, 310, 5702]",реги,16487
arts Final Mix hinted at the possibility of a sequel . Rumors for a sequel on the PlayStation 2 were spurred in Japan when,"[5708, 9550, 23478, 13182, 287, 472, 278, 13331, 310, 263, 8617, 295, 869, 20852, 943, 363, 263, 8617, 295, 373, 278, 7412, 22814, 29871, 29906, 892, 805, 332, 1127, 297, 5546, 746]",Bound,17109
"medical research , insurance , manufacturing , and information technology . Much of the life sciences and biotechnology @-@ related research is conducted or supported","[16083, 5925, 1919, 1663, 18541, 1919, 12012, 3864, 1919, 322, 2472, 15483, 869, 18927, 310, 278, 2834, 21195, 322, 4768, 866, 3049, 3002, 732, 29899, 29992, 4475, 5925, 338, 18043, 470, 6969]",ifiz,21722
killing most of their workers . The Nova Scotia cotton mill located 1 @.@ 5 km ( 0 @.@ 93 mile ) from,"[23393, 1556, 310, 1009, 17162, 869, 450, 16216, 11032, 423, 20118, 880, 3533, 5982, 29871, 29896, 732, 21240, 29871, 29945, 2383, 313, 29871, 29900, 732, 21240, 29871, 29929, 29941, 17967, 1723, 515]",фіцій,26146
net ( owned and operated by the Vlaamse Radio- en Televisieomroep ( VRT ) ) has said that they are no longer,"[1212, 313, 15205, 322, 19623, 491, 278, 478, 433, 314, 344, 9204, 29899, 427, 9699, 1730, 347, 290, 307, 1022, 313, 478, 13079, 1723, 1723, 756, 1497, 393, 896, 526, 694, 5520]",Resolver,19648
"boom that built Leadville began to head west , drawn by reports of vast untapped silver deposits in the Roaring Fork Valley just beyond","[1045, 290, 393, 4240, 951, 328, 4909, 4689, 304, 2343, 5833, 1919, 12061, 491, 13676, 310, 13426, 443, 29873, 17280, 13283, 19754, 1169, 297, 278, 1528, 4362, 383, 548, 13939, 925, 8724]",chaque,18402
". "" Nate Meyers of Digitally Obsessed gave the episode a 5 / 5 rating and commented that "" any football fan will love","[869, 376, 405, 403, 18154, 414, 310, 10951, 277, 635, 4250, 29879, 11517, 4846, 278, 12720, 263, 29871, 29945, 847, 29871, 29945, 21700, 322, 19952, 393, 376, 738, 5733, 13524, 674, 5360]",шёл,21348
"led Ink , Intaglio Publications , and Spinsters Ink . A notable author writing science fiction published by lesbian presses is Katherine V","[839, 512, 29895, 1919, 3159, 351, 5991, 22865, 1919, 322, 1706, 2611, 414, 512, 29895, 869, 319, 18697, 4148, 5007, 10466, 24159, 6369, 491, 966, 22863, 3965, 267, 338, 476, 16490, 478]",ા,31662
"isbane suburb of Newmarket , Queensland , the fourth son of businessman William Jackson and his wife Edith . His first job following education at Br","[275, 29890, 1662, 1014, 9265, 310, 1570, 28549, 1919, 25195, 1919, 278, 11582, 1487, 310, 5381, 1171, 4667, 11886, 322, 670, 6532, 2155, 389, 869, 3600, 937, 4982, 1494, 9793, 472, 1771]",oph,3021
"2011 , the Chinese government announced plans to invest four trillion yuan ( US $ 618 @.@ 55 billion )","[29906, 29900, 29896, 29896, 1919, 278, 10013, 5874, 9326, 13900, 304, 13258, 3023, 534, 453, 291, 343, 12323, 313, 3148, 395, 29871, 29953, 29896, 29947, 732, 21240, 29871, 29945, 29945, 24464, 1723]",uniform,9090
"X @-@ ray crystallography . Membrane proteins , by contrast , are difficult to crystallize and are underrepresent","[1060, 732, 29899, 29992, 15570, 10901, 11195, 1188, 1140, 29891, 869, 341, 1590, 10800, 3279, 1144, 1919, 491, 12814, 1919, 526, 5189, 304, 10901, 303, 497, 675, 322, 526, 1090, 276, 6338]",guer,26880
"the effort , in the form of a few densely written @-@ over sheets of paper and the commercial @-@ model Enigma machine . On ","[278, 7225, 1919, 297, 278, 883, 310, 263, 2846, 6245, 873, 3971, 732, 29899, 29992, 975, 26718, 310, 5650, 322, 278, 12128, 732, 29899, 29992, 1904, 1174, 2934, 4933, 869, 1551, 29871]",Writing,28676
-@ base plus slugging percentage with the AAA Memphis Redbirds . His consistent hitting and increased positional coverage prompted Craig to be,"[29899, 29992, 2967, 2298, 2243, 688, 3460, 19649, 411, 278, 319, 6344, 341, 7278, 275, 4367, 18513, 29879, 869, 3600, 13747, 29425, 322, 11664, 2602, 284, 23746, 9508, 287, 28050, 304, 367]",fah,11225
"initially handled by the RF & P , beginning with the first operation of a train over Louisa Railroad tracks on December 20 , 18","[12919, 16459, 491, 278, 390, 29943, 669, 349, 1919, 6763, 411, 278, 937, 5858, 310, 263, 7945, 975, 5899, 29874, 9620, 9972, 16257, 373, 5846, 29871, 29906, 29900, 1919, 29871, 29896, 29947]",mét,11510
"abolished certain taxes , and gave out prizes to the public at gymnastic events . He allowed new members into the equestrian and senatorial","[25198, 3276, 3058, 8818, 267, 1919, 322, 4846, 714, 3691, 10947, 304, 278, 970, 472, 330, 12050, 6288, 4959, 869, 940, 6068, 716, 5144, 964, 278, 321, 1119, 6392, 322, 6940, 24737]",Full,14846
"targeting a different stage in the virus 's life @-@ cycle . There are drugs that prevent the virus from attaching to cells , others that","[3646, 292, 263, 1422, 7408, 297, 278, 24424, 525, 29879, 2834, 732, 29899, 29992, 11412, 869, 1670, 526, 5883, 3174, 393, 5557, 278, 24424, 515, 1098, 9733, 304, 9101, 1919, 4045, 393]",dfs,29069
"female will make a small horizontal silk platform in the capture web , lay the eggs on it , and then cover the eggs . In Northern Territory , P","[12944, 674, 1207, 263, 2319, 14698, 4047, 29895, 7481, 297, 278, 10446, 1856, 1919, 6568, 278, 29808, 373, 372, 1919, 322, 769, 4612, 278, 29808, 869, 512, 14299, 19833, 706, 1919, 349]",family,3942
"the Art Gallery of New South Wales , the Art Gallery of Ballarat and Macquarie Galleries . In the 1990s there were","[278, 3012, 15230, 310, 1570, 4275, 13706, 1919, 278, 3012, 15230, 310, 13402, 279, 271, 322, 4326, 339, 19380, 8130, 6358, 869, 512, 278, 29871, 29896, 29929, 29929, 29900, 29879, 727, 892]",boa,28954
"the female experience "" . Thelma J. Shinn wrote in her book , Worlds Within Women : Myth and Mythmaking in Fantastic Liter","[278, 12944, 7271, 376, 869, 498, 295, 655, 435, 29889, 1383, 2559, 5456, 297, 902, 3143, 1919, 2787, 29879, 23732, 10152, 584, 341, 1541, 322, 341, 1541, 28990, 297, 18089, 6288, 5449]",and,392
"ME . The band went on tour for the fall of 2007 , with openers Thrice and MewithoutYou . In early ","[2303, 869, 450, 3719, 3512, 373, 6282, 363, 278, 6416, 310, 29871, 29906, 29900, 29900, 29955, 1919, 411, 1722, 414, 498, 11674, 322, 341, 809, 389, 449, 3492, 869, 512, 4688, 29871]",MY,17870
"At the same time , both critics and supporters point towards awkward elements of his personality and career . Gonsalves , at his funeral","[2180, 278, 1021, 931, 1919, 1716, 28431, 322, 1462, 272, 2153, 1298, 7113, 13689, 1328, 3161, 310, 670, 2022, 2877, 322, 6413, 869, 402, 787, 284, 1960, 1919, 472, 670, 2090, 13537]",overhead,18702
"author Garth Nix . It is the fourth book in The Keys to the Kingdom series , and was released in March 2006 . Sir","[4148, 7455, 386, 405, 861, 869, 739, 338, 278, 11582, 3143, 297, 450, 4813, 952, 304, 278, 12626, 3652, 1919, 322, 471, 5492, 297, 4779, 29871, 29906, 29900, 29900, 29953, 869, 6290]",ньо,16473
"Andretti is the "" Mayor "" ( Sindaco ) of the "" Free Commune of Motovun in Exile "" ( Libero Comune","[1126, 13158, 29875, 338, 278, 376, 22186, 376, 313, 317, 513, 11216, 1723, 310, 278, 376, 12362, 1876, 1540, 310, 7142, 586, 348, 297, 1222, 488, 376, 313, 10895, 29877, 422, 1540]",IM,22313
"determine if it was strong enough . In 1876 , the Centennial of the Declaration of Independence , Congress agreed to appropriate another $","[8161, 565, 372, 471, 4549, 3307, 869, 512, 29871, 29896, 29947, 29955, 29953, 1919, 278, 2895, 2108, 616, 310, 278, 3826, 23838, 310, 28052, 663, 1919, 11559, 15502, 304, 8210, 1790, 395]",IM,22313
"1997 , Pascu released the album Gânduri nevinovate ( "" Innocent Thoughts "" ) . According to his website","[29896, 29929, 29929, 29955, 1919, 10043, 4979, 5492, 278, 3769, 402, 12548, 5338, 452, 3845, 586, 403, 313, 376, 512, 10763, 296, 498, 1774, 29879, 376, 1723, 869, 7579, 304, 670, 4700]",acres,23931
"Calamagrostis , Chasmanthium latifolium , Festuca , Miscanthus , Molinia , Panicum virg","[3037, 314, 351, 17627, 275, 1919, 678, 294, 1171, 386, 1974, 3405, 361, 324, 1974, 1919, 14615, 18393, 1919, 20929, 3068, 386, 375, 1919, 10750, 262, 423, 1919, 6518, 29381, 10636, 29887]",ر,30156
"aguar , and some species were considered to be the reincarnations of the souls of dead warriors . The close association of butterflies","[10617, 279, 1919, 322, 777, 6606, 892, 5545, 304, 367, 278, 337, 3742, 2753, 800, 310, 278, 3669, 3137, 310, 7123, 1370, 28739, 869, 450, 3802, 15477, 310, 541, 357, 29888, 3687]",abeth,9394
could do – which in reality was far more than the vocal gymnastics that seemed to comprise her reputation so far . From a deep rumble to,"[1033, 437, 785, 607, 297, 16832, 471, 2215, 901, 1135, 278, 20982, 330, 12050, 579, 1199, 393, 6140, 304, 7199, 895, 902, 19821, 577, 2215, 869, 3645, 263, 6483, 364, 15563, 304]",usa,11326
"a Deputy Prime Minister , and Mohammad Aslam Watanjar became a Deputy Prime Minister . The two Parchamites Abdul Qad","[263, 26721, 29891, 15512, 7668, 1919, 322, 12929, 4850, 328, 1094, 5288, 14269, 273, 4758, 3897, 263, 26721, 29891, 15512, 7668, 869, 450, 1023, 349, 1279, 314, 3246, 17860, 352, 660, 328]",island,11359
"Claire falls asleep at the highly acclaimed French one . After waking her up , Phil tells her that Alex still had one of the highest grades","[6015, 533, 20074, 408, 5436, 472, 278, 10712, 1035, 13190, 5176, 697, 869, 2860, 281, 5086, 902, 701, 1919, 5241, 10603, 902, 393, 4827, 1603, 750, 697, 310, 278, 9939, 867, 3076]",ziel,17894
"Atlanta Paralympics , her team finished fourth , losing to the United States 41 – 30 in the bronze medal game at the Om","[26484, 1459, 284, 962, 29886, 1199, 1919, 902, 3815, 7743, 11582, 1919, 19035, 304, 278, 3303, 3900, 29871, 29946, 29896, 785, 29871, 29941, 29900, 297, 278, 18449, 12807, 3748, 472, 278, 13352]",irm,3568
", and disinhibited attachment disorder , or "" DAD "" for the disinhibited form . In DSM @-@ IV @-","[1919, 322, 766, 262, 6335, 1573, 26305, 766, 2098, 1919, 470, 376, 360, 3035, 376, 363, 278, 766, 262, 6335, 1573, 883, 869, 512, 360, 17061, 732, 29899, 29992, 6599, 732, 29899]",ournal,4659
"brand Key , and Charlotte is the second original anime series created by Key following Angel Beats ! in 2010 . Maeda had thought up","[14982, 7670, 1919, 322, 21499, 338, 278, 1473, 2441, 385, 603, 3652, 2825, 491, 7670, 1494, 17323, 1522, 1446, 1738, 297, 29871, 29906, 29900, 29896, 29900, 869, 3219, 8710, 750, 2714, 701]",continues,18172
", 2014 , it was announced that Parise was out "" indefinitely "" due to a concussion he suffered two days earlier during","[1919, 29871, 29906, 29900, 29896, 29946, 1919, 372, 471, 9326, 393, 1459, 895, 471, 714, 376, 297, 1753, 18639, 376, 2861, 304, 263, 3022, 1558, 291, 540, 17654, 1023, 3841, 8859, 2645]",все,6495
ers such as Harry Gregson @-@ Williams contributed music to the film ; artists like Charmaine Neville and Macy Grey performed music especially for the,"[414, 1316, 408, 10686, 12051, 1100, 732, 29899, 29992, 11648, 26869, 4696, 304, 278, 2706, 2056, 17906, 763, 2896, 655, 457, 2448, 4909, 322, 341, 4135, 25529, 8560, 4696, 7148, 363, 278]",teaching,18819
"medium , being brilliant without recklessness . "" The highlight of his tour was a triple century ( 303 not out ) at the Recreation","[18350, 1919, 1641, 27592, 1728, 25527, 2222, 2264, 869, 376, 450, 12141, 310, 670, 6282, 471, 263, 21954, 6462, 313, 29871, 29941, 29900, 29941, 451, 714, 1723, 472, 278, 3599, 276, 362]",serve,16349
"for the Wii 's , Nintendo 3DS 's , and Wii U 's Virtual Console services in Japan , North America , Europe and","[363, 278, 399, 2236, 525, 29879, 1919, 405, 28481, 29871, 29941, 8452, 525, 29879, 1919, 322, 399, 2236, 501, 525, 29879, 19181, 9405, 5786, 297, 5546, 1919, 4644, 6813, 1919, 4092, 322]",ала,24036
"qi constitution , and continued throughout his life to lead worship in difficult situations . During his 2007 trip to Rome , with the patriarch of Bab","[26461, 16772, 1919, 322, 7572, 10106, 670, 2834, 304, 3275, 26320, 297, 5189, 18845, 869, 7133, 670, 29871, 29906, 29900, 29900, 29955, 17487, 304, 9184, 1919, 411, 278, 16967, 1279, 310, 14525]",pla,13974
"labelmate , Ludacris . When asked how the collaboration initially came about , Bieber said , "" [ Ludacris and I ] both live in","[3858, 25046, 1919, 8591, 562, 3780, 869, 1932, 4433, 920, 278, 24771, 12919, 2996, 1048, 1919, 350, 347, 495, 1497, 1919, 376, 518, 8591, 562, 3780, 322, 306, 4514, 1716, 5735, 297]",änge,16870
", with a libretto by Benno Elkan . Reportedly this opera was very popular in the American student repertoires ; the music as well as","[1919, 411, 263, 13220, 16461, 491, 4111, 1217, 1260, 11052, 869, 13969, 23244, 445, 14495, 471, 1407, 5972, 297, 278, 3082, 8368, 337, 546, 517, 2658, 2056, 278, 4696, 408, 1532, 408]",deleting,21228
"; most raise their hands , but two children shrug apathetically . The teacher reassures them that this is "" fine , it 's absolutely","[2056, 1556, 12020, 1009, 6567, 1919, 541, 1023, 4344, 528, 11124, 263, 2084, 300, 1711, 869, 450, 15703, 337, 465, 1973, 963, 393, 445, 338, 376, 2691, 1919, 372, 525, 29879, 13312]",jsfiddle,7822
"t dated 1900 – 1600 BC has a geometrical statement that , by implication , treats π as 2","[29873, 29797, 29871, 29896, 29929, 29900, 29900, 785, 29871, 29896, 29953, 29900, 29900, 17403, 756, 263, 28855, 16888, 3229, 393, 1919, 491, 2411, 1414, 1919, 2578, 1446, 29871, 30170, 408, 29871, 29906]",textwidth,11434
. 1050 – 1093 ) . Reigned as king of Norway from 1067 to 1093,"[869, 29871, 29896, 29900, 29945, 29900, 785, 29871, 29896, 29900, 29929, 29941, 1723, 869, 830, 12961, 408, 6989, 310, 27440, 515, 29871, 29896, 29900, 29953, 29955, 304, 29871, 29896, 29900, 29929, 29941]",digits,13340
"y for positive values of x . This method does not permit a definition of xy when x < 0 , since pairs ( x , y ) with x","[29891, 363, 6374, 1819, 310, 921, 869, 910, 1158, 947, 451, 14257, 263, 5023, 310, 921, 29891, 746, 921, 529, 29871, 29900, 1919, 1951, 11000, 313, 921, 1919, 343, 1723, 411, 921]",segments,24611
"World Trade Center with Fay Wray / Jessica Lange in his paw "" and that by only soliciting opinions from people who already had Donkey","[2787, 27226, 7817, 411, 383, 388, 399, 764, 847, 23010, 983, 365, 927, 297, 670, 282, 1450, 376, 322, 393, 491, 871, 26978, 11407, 26971, 515, 2305, 1058, 2307, 750, 3872, 1989]",iop,21260
