question,question_ids,answer,answer_ids,base_prediction,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
"of bluntly saying , "" I ran into an old flame in Central Park "" , Paul writes around","[310, 1999, 1657, 368, 5934, 1919, 376, 306, 6350, 964, 385, 2030, 1652, 420, 297, 8068, 4815, 376, 1919, 3739, 15873, 2820]",it,372,372,0.9838963747024536,None_,,[],0,0.9838963747024536,True,True,22
had at least three draft picks since the 1990 NBA draft . With Burke and Hard,"[750, 472, 3203, 2211, 18195, 5839, 29879, 1951, 278, 29871, 29896, 29929, 29929, 29900, 21517, 18195, 869, 2973, 6640, 446, 322, 10999]",away,21694,21694,0.0144541831687092,None_,,[],0,0.0144541831687092,True,True,22
"paper scrolls telling a story through texts and paintings , came to Japan through exchange with the Chinese Empire around","[5650, 6355, 29879, 14509, 263, 5828, 1549, 26442, 322, 10675, 886, 1919, 2996, 304, 5546, 1549, 14523, 411, 278, 10013, 13378, 2820]",the,278,278,0.5860822200775146,None_,,[],0,0.5860822200775146,True,True,22
of a physical qualitative factor ( the object being round ) as its defining feature . Most other potential definitions dep,"[310, 263, 9128, 4021, 23378, 7329, 313, 278, 1203, 1641, 4513, 1723, 408, 967, 16184, 4682, 869, 7849, 916, 7037, 15848, 1401]",ended,2760,919,1.1861608028411863,greedy,había,[10990],1,0.037339873611927,False,True,22
-@ bound IgE then activates FcεRI receptors on mast cells and basoph,"[29899, 29992, 3216, 12815, 29923, 769, 5039, 1078, 383, 29883, 30151, 3960, 337, 1547, 943, 373, 286, 579, 9101, 322, 2362, 3021]",ils,2719,2719,0.0689833834767341,None_,,[],0,0.0689833834767341,True,True,22
"18th and 19th centuries . The Tseax Cone , which last erupt","[29871, 29896, 29947, 386, 322, 29871, 29896, 29929, 386, 21726, 869, 450, 323, 344, 1165, 315, 650, 1919, 607, 1833, 604, 21245]",ed,287,287,0.0004457433824427,None_,,[],0,0.0004457433824427,True,True,22
this growth would allow people to travel through space . Zeller compares their millennialist doctrines,"[445, 14321, 723, 2758, 2305, 304, 9850, 1549, 2913, 869, 796, 4539, 752, 5114, 1009, 3533, 2108, 616, 391, 437, 9988, 1475]",to,304,304,0.5709389448165894,None_,,[],0,0.5709389448165894,True,True,22
"condition defined by competition between two sellers . This treatment of competition , first published in Researches into the Mathemat","[4195, 3342, 491, 13888, 1546, 1023, 19417, 414, 869, 910, 14502, 310, 13888, 1919, 937, 6369, 297, 10550, 267, 964, 278, 13486]",ical,936,936,0.0282825361937284,None_,,[],0,0.0282825361937284,True,True,22
"approach , claiming that it was returning to the past . On May 12 , 201","[2948, 1919, 5995, 292, 393, 372, 471, 7863, 304, 278, 4940, 869, 1551, 2610, 29871, 29896, 29906, 1919, 29871, 29906, 29900, 29896]",2,29906,29953,2.3241071701049805,greedy,;,[62],1,0.7018959522247314,False,True,22
"ifying persons , as well as customs , manners , and superstitions , in the East and the","[9215, 12407, 1919, 408, 1532, 408, 2888, 29879, 1919, 767, 8397, 1919, 322, 2428, 303, 2187, 1919, 297, 278, 6932, 322, 278]",West,3122,3122,0.1969577670097351,None_,,[],0,0.1969577670097351,True,True,22
"of the Apes actor Roddy McDowall , who also voiced audiobook versions of Hubb","[310, 278, 319, 5547, 11339, 7733, 4518, 4052, 29928, 340, 497, 1919, 1058, 884, 992, 7612, 10348, 2909, 6910, 310, 14533, 29890]",ard,538,538,0.0053895646706223,None_,,[],0,0.0053895646706223,True,True,22
"rallies people to his cause , Mr. Burns decides to end the furor he is creating","[364, 284, 3687, 2305, 304, 670, 4556, 1919, 3237, 29889, 16640, 29879, 1602, 2247, 304, 1095, 278, 3261, 272, 540, 338, 4969]",by,491,491,0.6432809233665466,None_,,[],0,0.6432809233665466,True,True,22
ium of the Supreme Soviet . Leonid Brezhnev was the leader of the CPSU from ,"[1974, 310, 278, 22569, 15308, 869, 10255, 333, 5826, 17599, 484, 29894, 471, 278, 11822, 310, 278, 315, 7024, 29965, 515, 29871]",1,29896,29896,0.0051949750632047,None_,,[],0,0.0051949750632047,True,True,22
") standard and 6 @,@ 990 long tons ( 7 @,@ 1","[1723, 3918, 322, 29871, 29953, 732, 29892, 29992, 29871, 29929, 29929, 29900, 1472, 23864, 313, 29871, 29955, 732, 29892, 29992, 29871, 29896]",0,29900,29892,1.6548707485198977,greedy,v,[121],1,0.6485650539398193,False,True,22
10 in the east . Cornwallis had his forces occupy the earthworks immediately surrounding the town because,"[29896, 29900, 297, 278, 9755, 869, 11655, 11358, 275, 750, 670, 8249, 6919, 29891, 278, 8437, 13129, 7389, 18830, 278, 4726, 1363]",he,540,540,1.2198467254638672,None_,,[],0,1.2198467254638672,True,True,22
"was home to an amusement park , Karolinelund , founded in 1946 . In","[471, 3271, 304, 385, 626, 22527, 14089, 1919, 3467, 22878, 295, 870, 1919, 11091, 297, 29871, 29896, 29929, 29946, 29953, 869, 512]",,29871,29871,0.3761508464813232,None_,,[],0,0.3761508464813232,True,True,22
4 @.@ 85 in ( 123 @.@ 2 mm ) of rain was,"[29871, 29946, 732, 21240, 29871, 29947, 29945, 297, 313, 29871, 29896, 29906, 29941, 732, 21240, 29871, 29906, 5654, 1723, 310, 17251, 471]",measured,17005,10478,1.8935729265213013,greedy,v,[121],1,1.0318636894226074,False,True,22
"home attendance : 30 @,@ 700 in the 1951 –","[3271, 14333, 749, 584, 29871, 29941, 29900, 732, 29892, 29992, 29871, 29955, 29900, 29900, 297, 278, 29871, 29896, 29929, 29945, 29896, 785]",,29871,29871,0.0956010296940803,None_,,[],0,0.0956010296940803,True,True,22
Association Best Book for Young Adults in 2003 . The book has also been made into,"[7993, 6407, 6726, 363, 10443, 2087, 499, 29879, 297, 29871, 29906, 29900, 29900, 29941, 869, 450, 3143, 756, 884, 1063, 1754, 964]",a,263,263,0.1075894609093666,None_,,[],0,0.1075894609093666,True,True,22
in trench warfare due to its 20 inch cylinder bore barrel . Buckshot am,"[297, 20639, 305, 1370, 24658, 2861, 304, 967, 29871, 29906, 29900, 297, 305, 20396, 4995, 23888, 2594, 2674, 869, 16281, 8962, 626]",mun,24579,24579,0.1072537004947662,None_,,[],0,0.1072537004947662,True,True,22
", and produced by the former and Jimmy Jam and Terry Lewis . The song was released as the album 's","[1919, 322, 7371, 491, 278, 4642, 322, 20636, 16131, 322, 27571, 15037, 869, 450, 4823, 471, 5492, 408, 278, 3769, 525, 29879]",lead,3275,3275,1.1656547784805298,None_,,[],0,1.1656547784805298,True,True,22
by the beginning of the late Cretaceous in North America . As Triceratops is increasing,"[491, 278, 6763, 310, 278, 5683, 315, 2267, 815, 681, 297, 4644, 6813, 869, 1094, 1605, 293, 261, 271, 3554, 338, 10231]",ly,368,368,0.0560405328869819,None_,,[],0,0.0560405328869819,True,True,22
built the heavily armed galeota attack boat . The galeota carried 114 men and at,"[4240, 278, 20365, 23926, 330, 744, 4616, 5337, 13006, 869, 450, 330, 744, 4616, 8988, 29871, 29896, 29896, 29946, 1757, 322, 472]",least,3203,3203,0.6247465014457703,None_,,[],0,0.6247465014457703,True,True,22
"916 , two of Breslau 's 10 @.@ 5 cm guns were replaced with","[29929, 29896, 29953, 1919, 1023, 310, 27209, 25855, 525, 29879, 29871, 29896, 29900, 732, 21240, 29871, 29945, 7477, 18788, 892, 8611, 411]",,29871,29871,1.0707354545593262,None_,,[],0,1.0707354545593262,True,True,22
"P students , and even some McGill students , at the university 's Roddick Gates on March","[29925, 8041, 1919, 322, 1584, 777, 22805, 453, 8041, 1919, 472, 278, 16372, 525, 29879, 7733, 29881, 860, 402, 1078, 373, 4779]",,29871,29871,0.0133443800732493,None_,,[],0,0.0133443800732493,True,True,22
" The song and its accompanying music video currently hold , or have attained , the following records :","[29871, 450, 4823, 322, 967, 10259, 1384, 292, 4696, 4863, 5279, 4808, 1919, 470, 505, 1098, 7114, 1919, 278, 1494, 6475, 584]",,29871,13,2.4031124114990234,greedy,⠀,[30942],1,1.041690230369568,False,True,22
"8th Battalion continued operations in the southern portion of the city , the 7th Battalion began to clear the","[29947, 386, 27841, 7572, 6931, 297, 278, 14841, 11910, 310, 278, 4272, 1919, 278, 29871, 29955, 386, 27841, 4689, 304, 2821, 278]",northern,14622,14622,1.433125138282776,None_,,[],0,1.433125138282776,True,True,22
6 's gadget designer . Llewelyn was disappointed because he was unable to travel,"[29953, 525, 29879, 330, 328, 657, 23383, 869, 365, 280, 29893, 873, 29876, 471, 23451, 287, 1363, 540, 471, 9368, 304, 9850]",to,304,304,0.4955349266529083,None_,,[],0,0.4955349266529083,True,True,22
"M. "" among the "" 100 Best Rap Singles "" . MTV declared it among "" The Great","[29924, 29889, 376, 4249, 278, 376, 29871, 29896, 29900, 29900, 6407, 16866, 22065, 376, 869, 28982, 8052, 372, 4249, 376, 450, 7027]",est,342,342,0.0018168861279264,None_,,[],0,0.0018168861279264,True,True,22
"run Python or embed it in an application . For example , Blender 2 @.@ 49 om","[1065, 5132, 470, 8297, 372, 297, 385, 2280, 869, 1152, 1342, 1919, 3164, 1581, 29871, 29906, 732, 21240, 29871, 29946, 29929, 2703]",its,1169,2442,3.1990058422088623,greedy,Gemeinden,[24890],1,0.4973993599414825,False,True,22
"effects of using the Mangekyō might not be applicable to all users , as Obito has been shown","[9545, 310, 773, 278, 341, 927, 3459, 30099, 1795, 451, 367, 22903, 304, 599, 4160, 1919, 408, 4250, 2049, 756, 1063, 4318]",to,304,304,0.0861340910196304,None_,,[],0,0.0861340910196304,True,True,22
"Songs of Struggle and Protest , 1930 – 50 . Both versions by Se","[22828, 310, 3767, 688, 6234, 322, 21723, 1919, 29871, 29896, 29929, 29941, 29900, 785, 29871, 29945, 29900, 869, 9134, 6910, 491, 922]",eg,387,387,0.3596283495426178,None_,,[],0,0.3596283495426178,True,True,22
The orchestral score of Tosca was published in late 1899 by Casa Ricord,"[450, 22624, 342, 1705, 8158, 310, 323, 359, 1113, 471, 6369, 297, 5683, 29871, 29896, 29947, 29929, 29929, 491, 19326, 13675, 536]",i,29875,29875,0.0002934501972049,None_,,[],0,0.0002934501972049,True,True,22
"by the forwards curve @-@ shortening flow . Thus , for instance , the circle , grim","[491, 278, 363, 2935, 11672, 732, 29899, 29992, 3273, 8333, 4972, 869, 6549, 1919, 363, 2777, 1919, 278, 8607, 1919, 867, 326]",re,337,368,4.4626545906066895,greedy,gebras,[28200],1,0.8484692573547363,False,True,22
"help readers differentiate the new releases from the reprints , the covers of the two trade paperbacks included","[1371, 22176, 17473, 403, 278, 716, 27474, 515, 278, 2062, 9466, 1919, 278, 18469, 310, 278, 1023, 11302, 5650, 1627, 29879, 5134]",a,263,297,3.7240262031555176,greedy,.: ,[26847],1,1.1806275844573977,False,True,22
"in high school , that he joined his first band , Os Desafinados ( The Out of Tunes","[297, 1880, 3762, 1919, 393, 540, 8772, 670, 937, 3719, 1919, 6657, 2726, 2142, 262, 2255, 313, 450, 4451, 310, 323, 7844]",),1723,1723,1.480741262435913,None_,,[],0,1.480741262435913,True,True,22
"by Captain Armstrong . In 1902 , Armstrong decided to take North Star to sail on","[491, 10842, 8481, 1110, 869, 512, 29871, 29896, 29929, 29900, 29906, 1919, 8481, 1110, 8459, 304, 2125, 4644, 7828, 304, 14892, 373]",the,278,278,0.3998412489891052,None_,,[],0,0.3998412489891052,True,True,22
"not vacate their offices upon a dissolution of Parliament , but continue in their posts until the first sitting of","[451, 11757, 403, 1009, 25222, 2501, 263, 23556, 918, 310, 13212, 1919, 541, 6773, 297, 1009, 11803, 2745, 278, 937, 16246, 310]",the,278,278,0.2496491074562072,None_,,[],0,0.2496491074562072,True,True,22
""" fracking "" technology in response to record oil prices . These developments led in turn to a pl","[376, 5227, 384, 292, 376, 15483, 297, 2933, 304, 2407, 17182, 26094, 869, 4525, 2693, 1860, 5331, 297, 2507, 304, 263, 715]",unge,19440,19440,0.22679004073143,None_,,[],0,0.22679004073143,True,True,22
"circular reasoning , in that evidence is interpreted as supporting evolution , but evolution is required to interpret the evidence . An","[19308, 24481, 1919, 297, 393, 10757, 338, 21551, 408, 20382, 14675, 1919, 541, 14675, 338, 3734, 304, 6613, 278, 10757, 869, 530]",example,1342,1342,1.1376105546951294,None_,,[],0,1.1376105546951294,True,True,22
"was herring fishing . A regular shipping service was operated to Liverpool , exporting pigs , p","[471, 902, 5393, 9427, 292, 869, 319, 4943, 528, 17347, 2669, 471, 19623, 304, 24607, 1919, 5609, 292, 282, 23379, 1919, 282]",oul,5059,5059,0.2079533636569976,None_,,[],0,0.2079533636569976,True,True,22
commended Minogue 's breathy delivery and felt that its instrumentation and Minogue 's,"[844, 2760, 3080, 468, 434, 525, 29879, 16172, 29891, 28289, 322, 7091, 393, 967, 11395, 362, 322, 3080, 468, 434, 525, 29879]",vocals,17985,17985,1.3548061847686768,None_,,[],0,1.3548061847686768,True,True,22
"Anarchy Online , such as the dynamic weather system . No new release date has been announced , although periodic status","[530, 12040, 13542, 1919, 1316, 408, 278, 7343, 14826, 1788, 869, 1939, 716, 6507, 2635, 756, 1063, 9326, 1919, 5998, 29591, 4660]",updates,11217,11217,0.3982996642589569,None_,,[],0,0.3982996642589569,True,True,22
"Gear Solid : Special Missions on October 29 , 1999 . Unlike","[402, 799, 4956, 333, 584, 12630, 4750, 1080, 373, 5533, 29871, 29906, 29929, 1919, 29871, 29896, 29929, 29929, 29929, 869, 853, 4561]",the,278,278,0.7271861433982849,None_,,[],0,0.7271861433982849,True,True,22
expand into a nationwide regionalised service to fill the gap made by the 4Digital Group pulling out of,"[7985, 964, 263, 5233, 8157, 14014, 3368, 2669, 304, 5445, 278, 17261, 1754, 491, 278, 29871, 29946, 27103, 6431, 28420, 714, 310]",the,278,278,0.7828494906425476,None_,,[],0,0.7828494906425476,True,True,22
"ography to begin in late @-@ 1974 . However , Spielberg started work on J","[5275, 304, 3380, 297, 5683, 732, 29899, 29992, 29871, 29896, 29929, 29955, 29946, 869, 2398, 1919, 7842, 2552, 4687, 664, 373, 435]",aws,10467,29909,0.8878227472305298,greedy,WorldCat,[13293],1,0.1754835695028305,False,True,22
"several Deputy Ministers of Finance , each of them focusing their responsibility in one specific area , for","[3196, 26721, 29891, 7668, 29879, 310, 4231, 749, 1919, 1269, 310, 963, 12789, 4746, 1009, 23134, 297, 697, 2702, 4038, 1919, 363]",example,1342,1342,0.3395489454269409,None_,,[],0,0.3395489454269409,True,True,22
"1877 ) and his wife , Margaret Calhoun Fletcher ( 180","[29871, 29896, 29947, 29955, 29955, 1723, 322, 670, 6532, 1919, 18364, 3037, 29882, 1309, 383, 1026, 4630, 313, 29871, 29896, 29947, 29900]",5,29945,29947,2.316978931427002,greedy,percent,[25376],1,2.233449459075928,False,True,22
2001 – 2004 : In Another World and Tougher Than N,"[29871, 29906, 29900, 29900, 29896, 785, 29871, 29906, 29900, 29900, 29946, 584, 512, 7280, 2787, 322, 323, 820, 261, 498, 273, 405]",ails,2234,2234,0.1984820514917373,None_,,[],0,0.1984820514917373,True,True,22
10 continues south and intersects Ellin Road before passing through a diamond interchange with US 5,"[29896, 29900, 18172, 7062, 322, 25869, 29879, 11001, 262, 9321, 1434, 6819, 1549, 263, 11502, 898, 1006, 3167, 411, 3148, 29871, 29945]",0,29900,29906,1.576086163520813,greedy,Baltimore,[26767],1,0.1908318996429443,False,True,22
north of neutral Ireland . She is presumed to have been sunk by a mine from the SN 4,"[6641, 310, 21104, 12126, 869, 2296, 338, 2225, 21571, 304, 505, 1063, 269, 2960, 491, 263, 7903, 515, 278, 21989, 29871, 29946]",4,29946,29906,2.6227352619171143,greedy,`,[99],1,1.9030166864395144,False,True,22
""" within Chumphon and Prachuap Khiri Khan provinces . The typhoon destroyed many","[376, 2629, 678, 398, 17607, 322, 9002, 305, 29884, 481, 476, 2918, 374, 18915, 28058, 869, 450, 7911, 561, 6150, 14416, 1784]",schools,12462,12955,5.369740009307861,greedy,ducation,[29392],1,1.6393144130706787,False,True,22
"as secretary , and the Committee was described as "" a model piece of organisation "" thanks to the work of Sch","[408, 28274, 1919, 322, 278, 12930, 471, 5439, 408, 376, 263, 1904, 8424, 310, 24788, 376, 3969, 304, 278, 664, 310, 1102]",uster,5402,974,3.2957916259765625,greedy,uster,[5402],1,0.4270084500312805,False,True,22
"ucation @-@ through @-@ labor camps , though several thousand have been condemned to longer","[1682, 362, 732, 29899, 29992, 1549, 732, 29899, 29992, 10212, 3949, 567, 1919, 2466, 3196, 10405, 505, 1063, 24905, 9571, 304, 5520]",sentences,25260,4958,1.443726658821106,greedy,fewer,[28145],1,1.072023868560791,False,True,22
"home . Back at the office , Ryan Howard ( B.J. Novak ) takes this opportunity to break","[3271, 869, 7437, 472, 278, 8034, 1919, 20916, 17430, 313, 350, 29889, 29967, 29889, 2864, 557, 1723, 4893, 445, 15130, 304, 2867]",up,701,701,1.201345443725586,None_,,[],0,1.201345443725586,True,True,22
"making 31 and 4 against England in the Second Test at Lord 's , which ended in another","[3907, 29871, 29941, 29896, 322, 29871, 29946, 2750, 5408, 297, 278, 6440, 4321, 472, 6171, 525, 29879, 1919, 607, 9698, 297, 1790]",draw,4216,4216,0.9599249362945556,None_,,[],0,0.9599249362945556,True,True,22
a cane . After another mishap involving losing his way during a tactical exercise and getting stuck in,"[263, 508, 29872, 869, 2860, 1790, 286, 728, 481, 21677, 19035, 670, 982, 2645, 263, 28476, 936, 15058, 322, 2805, 10771, 297]",a,263,263,0.7375441789627075,None_,,[],0,0.7375441789627075,True,True,22
"ian and less literary education system , to produce a skilled workforce that could realise Australia 's potential","[713, 322, 3109, 22937, 9793, 1788, 1919, 304, 7738, 263, 2071, 24455, 664, 10118, 393, 1033, 1855, 895, 8314, 525, 29879, 7037]",as,408,408,1.329817533493042,None_,,[],0,1.329817533493042,True,True,22
""" large blue eyes , "" and was naturally graceful . Louise 's uncle , the Duke of Meck","[376, 2919, 7254, 5076, 1919, 376, 322, 471, 18180, 17659, 1319, 869, 24417, 525, 29879, 22169, 1919, 278, 13484, 310, 2191, 384]",len,2435,2435,0.0079644015058875,None_,,[],0,0.0079644015058875,True,True,22
album Body Language . Aiming to create a dance @-@ pop album inspired by electronic music from the,"[3769, 24928, 17088, 869, 319, 326, 292, 304, 1653, 263, 17948, 732, 29899, 29992, 1835, 3769, 20603, 491, 27758, 4696, 515, 278]",,29871,29871,0.4915867447853088,None_,,[],0,0.4915867447853088,True,True,22
"of Autocephaly granted by the Russian Orthodox Church , the official name of the Church is The Auto","[310, 11133, 346, 561, 14997, 16896, 491, 278, 10637, 23757, 17324, 6291, 1919, 278, 6221, 1024, 310, 278, 6291, 338, 450, 11133]",ce,346,346,0.0009440494468435,None_,,[],0,0.0009440494468435,True,True,22
ending from the 1992 and later versions drops most of the story that follows Chet ',"[17140, 515, 278, 29871, 29896, 29929, 29929, 29906, 322, 2678, 6910, 4441, 567, 1556, 310, 278, 5828, 393, 4477, 678, 300, 525]",s,29879,29879,0.827705442905426,None_,,[],0,0.827705442905426,True,True,22
two specimens are the only preserved individuals of the species . The mandible and sternum were extracted from,"[1023, 1580, 326, 575, 526, 278, 871, 21634, 15724, 310, 278, 6606, 869, 450, 9619, 1821, 322, 27784, 398, 892, 23892, 515]",the,278,278,0.7063723802566528,None_,,[],0,0.7063723802566528,True,True,22
Golden Globe Award for Best Actor – Motion Picture Drama . The film grossed $ 6,"[16108, 21806, 915, 7526, 363, 6407, 319, 2801, 785, 7142, 291, 28908, 360, 20556, 869, 450, 2706, 22683, 287, 395, 29871, 29953]",6,29953,29900,2.7119290828704834,greedy,,[35],1,2.161331415176392,False,True,22
the Panama Canal Zone . He returned to the United States in December 1926 and was with,"[278, 6518, 3304, 22642, 24385, 869, 940, 4133, 304, 278, 3303, 3900, 297, 5846, 29871, 29896, 29929, 29906, 29953, 322, 471, 411]",the,278,278,0.4313425421714782,None_,,[],0,0.4313425421714782,True,True,22
"Theoni V. Aldredge , Karl Malden , Michael Rooker , Elizabeth Perkins , Judy","[450, 5271, 478, 29889, 18242, 1127, 479, 1919, 8425, 3792, 1145, 1919, 5765, 1528, 17933, 1919, 13061, 2431, 11335, 1919, 8660, 29891]",Gre,4122,15225,2.34829044342041,greedy,$\{,[12564],1,1.0506421327590942,False,True,22
"routing of what would become the South Bay Freeway had been determined . Three years later , the California State","[21398, 310, 825, 723, 4953, 278, 4275, 6211, 3878, 809, 388, 750, 1063, 10087, 869, 12753, 2440, 2678, 1919, 278, 8046, 4306]",Legisl,18991,18991,0.4122284650802612,None_,,[],0,0.4122284650802612,True,True,22
"Welsh royalty during the Middle Ages . The Sunne in Splendour , her first book","[10458, 845, 15150, 1017, 2645, 278, 14253, 319, 2710, 869, 450, 8991, 484, 297, 317, 572, 355, 473, 1919, 902, 937, 3143]",",",1919,29892,3.408651351928711,greedy,y,[124],1,1.0962817668914795,False,True,22
", also named Gaius Octavius , had been governor of Macedonia . His mother , At","[1919, 884, 4257, 402, 1794, 375, 4756, 485, 2482, 1919, 750, 1063, 20221, 310, 4326, 287, 6405, 869, 3600, 5637, 1919, 2180]",ia,423,423,0.0097470544278621,None_,,[],0,0.0097470544278621,True,True,22
", it 's like being back at school . I think we 're lucky because the guests we have","[1919, 372, 525, 29879, 763, 1641, 1250, 472, 3762, 869, 306, 1348, 591, 525, 276, 9885, 29891, 1363, 278, 28865, 591, 505]",on,373,526,2.237410306930542,greedy,cast,[4384],1,1.0572443008422852,False,True,22
"come across a man who takes them to a county called The Outlands , which is a dirty , run @","[2041, 4822, 263, 767, 1058, 4893, 963, 304, 263, 15178, 2000, 450, 4451, 5252, 1919, 607, 338, 263, 26616, 1919, 1065, 732]",-,29899,1623,3.620224475860596,greedy,⁶,[30522],1,1.4286545515060425,False,True,22
"man had never gone to film school when production started , and "" I didn 't know what I was getting","[1171, 750, 2360, 7695, 304, 2706, 3762, 746, 5802, 4687, 1919, 322, 376, 306, 3282, 525, 29873, 1073, 825, 306, 471, 2805]",into,964,964,0.4835268855094909,None_,,[],0,0.4835268855094909,True,True,22
"York , London , 1955 ; poems ) ( won the 1956 National","[3088, 1919, 4517, 1919, 29871, 29896, 29929, 29945, 29945, 2056, 772, 1567, 1723, 313, 2113, 278, 29871, 29896, 29929, 29945, 29953, 3086]",Book,6726,6726,0.0136257093399763,None_,,[],0,0.0136257093399763,True,True,22
"'s reactions are exactly like someone talking to Albert Brooks . In all , his recordings amounted","[525, 29879, 337, 7387, 526, 3721, 763, 4856, 9963, 304, 10537, 4358, 12117, 869, 512, 599, 1919, 670, 2407, 886, 5253, 287]",to,304,304,0.0128846978768706,None_,,[],0,0.0128846978768706,True,True,22
"are eligible for flight officer grades , which include flight officer , technical flight officer , and senior flight","[526, 560, 335, 1821, 363, 16286, 12139, 867, 3076, 1919, 607, 3160, 16286, 12139, 1919, 16905, 16286, 12139, 1919, 322, 16336, 16286]",officer,12139,12139,0.0461708977818489,None_,,[],0,0.0461708977818489,True,True,22
"In the year after his death , the Hebrides and Mann were formally ceded by King of Norway to the","[512, 278, 1629, 1156, 670, 4892, 1919, 278, 18472, 24040, 322, 7908, 892, 28269, 274, 19226, 491, 4088, 310, 27440, 304, 278]",King,4088,17780,1.779396414756775,greedy,�,[252],1,0.8702830672264099,False,True,22
"In 1979 , Discotheque interpolated the song on "" Intro Disco "" .","[512, 29871, 29896, 29929, 29955, 29929, 1919, 8565, 10323, 802, 20064, 630, 278, 4823, 373, 376, 3159, 307, 3295, 1111, 376, 869]",,29871,13,4.291399955749512,greedy,┌,[31002],1,1.1908555030822754,False,True,22
that the highway parallels between Toppenish and just west of Prosser has existed since at least,"[393, 278, 29469, 610, 3498, 3137, 1546, 1763, 7785, 728, 322, 925, 5833, 310, 1019, 29879, 643, 756, 22856, 1951, 472, 3203]",,29871,29871,0.689992368221283,None_,,[],0,0.689992368221283,True,True,22
as in Kuwait Airways Corporation v Iraqi Airways Co ( No 5 ) . Valid def,"[408, 297, 476, 7262, 1249, 5593, 1994, 15025, 325, 21375, 26461, 5593, 1994, 3189, 313, 1939, 29871, 29945, 1723, 869, 15758, 822]",ences,2063,2063,0.1029935553669929,None_,,[],0,0.1029935553669929,True,True,22
"Party . In the weeks following 15 March , party authorities deliberated on Bo 's case . In","[9173, 869, 512, 278, 11405, 1494, 29871, 29896, 29945, 4779, 1919, 6263, 21142, 23663, 630, 373, 1952, 525, 29879, 1206, 869, 512]",the,278,278,1.4020423889160156,None_,,[],0,1.4020423889160156,True,True,22
"Following the assault , the brigade adopted a defensive posture , supporting further efforts around Zillebeke","[12206, 278, 29159, 1919, 278, 16724, 1943, 16356, 263, 822, 6270, 1400, 545, 1919, 20382, 4340, 14231, 2820, 796, 1924, 915, 446]",and,322,322,1.355074405670166,None_,,[],0,1.355074405670166,True,True,22
"managing director of Gordon Hotels Ltd . , shared a vision of creating the ‘ perfect hotel ’ : ul","[767, 6751, 8881, 310, 16965, 8843, 1379, 19806, 869, 1919, 7258, 263, 18551, 310, 4969, 278, 5129, 4922, 16730, 16156, 584, 9238]",tr,509,509,0.0918837860226631,None_,,[],0,0.0918837860226631,True,True,22
"sought election to the House in the Second District near Cincinnati , immediately west of his former district ,","[18365, 8271, 304, 278, 5619, 297, 278, 6440, 7457, 2978, 315, 3742, 2559, 2219, 1919, 7389, 5833, 310, 670, 4642, 6474, 1919]",and,322,322,1.563614845275879,None_,,[],0,1.563614845275879,True,True,22
"an MVP award . The maximum salary for a player otherwise would remain unchanged at 25 ,","[385, 341, 18510, 9862, 869, 450, 7472, 4497, 653, 363, 263, 4847, 6467, 723, 3933, 443, 15033, 472, 29871, 29906, 29945, 1919]",,29871,29900,2.2438769340515137,greedy,�,[252],1,0.7608175873756409,False,True,22
at the age of 18 in 2004 . He was sent out on a one @,"[472, 278, 5046, 310, 29871, 29896, 29947, 297, 29871, 29906, 29900, 29900, 29946, 869, 940, 471, 2665, 714, 373, 263, 697, 732]",-,29899,1629,4.220939636230469,greedy,}}_,[15609],1,1.7354655265808103,False,True,22
"s ] future director "" , although he considered the cinematography incapable of fully expressing the character '","[29879, 4514, 5434, 8881, 376, 1919, 5998, 540, 5545, 278, 25955, 5275, 297, 5030, 519, 310, 8072, 4653, 292, 278, 2931, 525]",s,29879,29879,0.1689850389957428,None_,,[],0,0.1689850389957428,True,True,22
"After an experimental medical procedure , Shuey returned to baseball briefly in 2007 with the Ori","[2860, 385, 17986, 16083, 8792, 1919, 1383, 434, 29891, 4133, 304, 21573, 23359, 297, 29871, 29906, 29900, 29900, 29955, 411, 278, 11678]",oles,6544,6544,0.0044288169592618,None_,,[],0,0.0044288169592618,True,True,22
"the optical system . The resultant holograms , which showed the holographic subject covered with fr","[278, 27070, 1788, 869, 450, 1121, 424, 298, 1189, 25402, 1919, 607, 10018, 278, 298, 1189, 1140, 293, 4967, 10664, 411, 1424]",ing,292,292,0.4360426962375641,None_,,[],0,0.4360426962375641,True,True,22
". He moved up through the open wheel racing ranks , winning the 2002 Infiniti Pro","[869, 940, 6153, 701, 1549, 278, 1722, 18875, 28965, 27871, 1919, 15613, 278, 29871, 29906, 29900, 29900, 29906, 9969, 2344, 29875, 1019]",Series,10488,10488,0.0197902210056781,None_,,[],0,0.0197902210056781,True,True,22
15 : 31 — δωροφορια for δια,"[29896, 29945, 584, 29871, 29941, 29896, 813, 29871, 30201, 30206, 30147, 30123, 30237, 30123, 30147, 30136, 30110, 363, 29871, 30201, 30136, 30110]",κ,30173,30237,1.9025521278381348,greedy,�,[253],1,0.1409418135881424,False,True,22
", the prelature calls the people under the pastoral care of the prelate as "" faithful of the","[1919, 278, 758, 29880, 1535, 5717, 278, 2305, 1090, 278, 4940, 11251, 2562, 310, 278, 758, 9632, 408, 376, 27057, 310, 278]",pre,758,22468,2.627979278564453,greedy,1,[52],1,0.6991966962814331,False,True,22
