question,question_ids,answer,answer_ids,base_prediction,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" fleet between Sable Island and the mainland, the expedition turned out to be a disaster for the French, and they would not try to recapture Port","[14146, 1192, 302, 492, 6252, 273, 248, 32921, 204, 23, 248, 32303, 3275, 495, 271, 314, 241, 11893, 312, 248, 5063, 204, 23, 273, 506, 631, 416, 1757, 271, 62853, 458, 4149]", Royal,8829, Royal,0.75,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" find Strange easier to deal with than Norrell, and they send him to assist the Duke of Wellington on his Peninsular Campaign. For over a","[931, 34621, 4082, 271, 2066, 335, 661, 7148, 12591, 204, 23, 273, 506, 3496, 801, 271, 2678, 248, 16334, 275, 36242, 313, 545, 8426, 965, 879, 19573, 204, 25, 1133, 648, 241]", year,649, year,0.318359375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 to serve as Lost's script coordinator in the 2005 alongside pre @-@ production of the second season. Nations rewatched every,"[271, 4417, 345, 19375, 204, 18, 94, 6212, 22858, 272, 248, 204, 853, 32, 9381, 634, 204, 43, 24, 43, 3146, 275, 248, 1459, 2120, 204, 25, 12917, 292, 26046, 1949, 759]", episode,6699, episode,0.48828125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 which was also the origin of all work on the evolution of extreme specialisation. Its publication led almost immediately to research by many other naturalists into specialisation,"[585, 398, 614, 248, 8332, 275, 455, 633, 313, 248, 9359, 275, 8653, 1733, 4444, 204, 25, 6054, 9925, 3803, 2376, 4193, 271, 1959, 431, 860, 599, 2616, 1351, 679, 1733, 4444]", and,273,",",1.3984375,greedy,Synopsis,[56286],1,1.140625,False,True,32
" of measure was first given a legal basis in 1795 by the French Revolutionary government. Article 5 of the law of 18 Germinal,","[275, 4327, 398, 772, 2132, 241, 3309, 4433, 272, 204, 14824, 32, 431, 248, 5063, 49935, 2183, 204, 25, 10495, 204, 32, 275, 248, 1651, 275, 204, 1121, 3647, 1453, 204, 23]", Year,4713, Year,0.61328125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" the storm's flow enhanced the monsoon over the Philippines. Effects were worst in Japan, where rainfall reached 740 mm ( 29","[248, 7695, 204, 18, 94, 3365, 11935, 248, 988, 40666, 648, 248, 15562, 204, 25, 19514, 646, 7290, 272, 4086, 204, 23, 881, 33340, 5283, 204, 35787, 7032, 204, 19, 204, 2237]", in,272, in,0.53125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 II and wrote four books on the subject in the 1990s. Her interest in the topic grew out of her own experiences during World War II ,"[4036, 273, 4347, 1855, 3117, 313, 248, 2828, 272, 248, 204, 1840, 27, 94, 204, 25, 2783, 1378, 272, 248, 5260, 7311, 495, 275, 573, 946, 5031, 1365, 2889, 3710, 4036, 204]",",",23,",",0.83984375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" resulted in Tyson receiving large amounts of hate mail, primarily from children. In 2009, Tyson wrote a book detailing the demotion of Pluto","[11717, 272, 45346, 7537, 1902, 8745, 275, 6562, 5570, 204, 23, 8708, 427, 1770, 204, 25, 529, 204, 853, 36, 204, 23, 45346, 4347, 241, 1204, 27209, 248, 1367, 9686, 275, 50600]", ,204, ,1.28125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
ulsion system consisted of two horizontal 2 @-@ cylinder double @-@ expansion steam engines powered by four coal @-@ fired cylindrical water,"[20861, 1092, 24363, 275, 847, 18409, 204, 29, 204, 43, 24, 43, 24821, 3923, 204, 43, 24, 43, 9681, 13007, 11996, 14136, 431, 1855, 9728, 204, 43, 24, 43, 12428, 55806, 1391]", ,204,-,2.484375,greedy,>>DOMAIN<<,[7],1,0.72265625,False,True,32
" had written lyrics for "" E Ballad "", retitled "" Black "". Vedder arrived on October 13, ","[618, 3523, 16863, 312, 204, 13, 399, 8613, 308, 204, 13, 204, 23, 848, 9818, 204, 13, 3167, 204, 13, 204, 25, 34216, 969, 7029, 313, 3692, 204, 1313, 204, 23, 204]",199,1840,199,0.59765625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" 2014 ) during the "" Spider @-@ Verse "" storyline. Slott characterized Khan "" the closest character to classic Peter","[204, 626, 31, 204, 20, 1365, 248, 204, 13, 24127, 204, 43, 24, 43, 60422, 204, 13, 33866, 204, 25, 4182, 1470, 17839, 17080, 204, 13, 248, 14710, 2655, 271, 6060, 6922]", Parker,18462, Parker,0.130859375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" to obtain information from Profumo about the deployment of nuclear weapons, she did not do so. Profumo was equally adamant that no such discussions took place","[271, 3678, 1150, 427, 3621, 28218, 544, 248, 16667, 275, 9048, 9266, 204, 23, 674, 826, 416, 441, 485, 204, 25, 3621, 28218, 398, 10148, 60061, 325, 658, 963, 11215, 2065, 1237]", ,204, ,0.5546875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Default : The Pocketbook of R, were released in December 2013. In addition to this, two drama CDs containing supplementary stories were","[21865, 204, 37, 390, 28798, 2068, 275, 382, 204, 23, 646, 4171, 272, 3960, 204, 626, 30, 204, 25, 529, 1594, 271, 414, 204, 23, 847, 11125, 36205, 9346, 43622, 4050, 646]", released,4171, released,0.470703125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
", / m /, / p /, / s /, / v /, / z","[23, 204, 26, 266, 204, 26, 204, 23, 204, 26, 260, 204, 26, 204, 23, 204, 26, 247, 204, 26, 204, 23, 204, 26, 354, 204, 26, 204, 23, 204, 26, 725]", ,204, ,0.030517578125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 his peers during off @-@ seasons. He was a member of the Dallas Stars'staff as the team's player development consultant during,"[545, 15939, 1365, 597, 204, 43, 24, 43, 10770, 204, 25, 707, 398, 241, 3281, 275, 248, 12966, 16714, 204, 18, 2900, 345, 248, 1255, 204, 18, 94, 3850, 2138, 16245, 1365]", the,248, the,0.1591796875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" of Hato Moa herself, who then offered Nazerine the opportunity to translate the full game — and later its sequel, Holiday Star ","[275, 370, 1892, 5355, 76, 5809, 204, 23, 569, 832, 4487, 13502, 246, 438, 248, 3092, 271, 17155, 248, 1535, 1404, 204, 791, 273, 2185, 701, 24452, 204, 23, 16795, 5575, 204]",—,791,—,0.1689453125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 and easy walk ( 11 @.@ 5 km ( 7 @.@ 1 mi ) ) follows Greenside,"[273, 1833, 2169, 204, 19, 204, 1069, 204, 43, 25, 43, 204, 32, 8027, 204, 19, 204, 34, 204, 43, 25, 43, 204, 28, 3554, 204, 20, 204, 20, 6774, 27547, 456]", Road,5341, Drive,2.15625,greedy, Road,[5341],1,1.15625,False,True,32
"( particularly in the first half of the century ) in Germany, although many British music lovers and several leading critics remained reluctant to acknowledge the possibility that an","[19, 4235, 272, 248, 772, 2465, 275, 248, 5594, 204, 20, 272, 6508, 204, 23, 4424, 860, 5282, 2298, 15140, 273, 1988, 3736, 18871, 8895, 26208, 271, 14449, 248, 7510, 325, 267]", English,3536, important,2.78125,greedy, Austen,[56413],1,0.85546875,False,True,32
". The storm washed out roads, most of them unpaved, and one bridge was wrecked ; this disrupted the regional transportation.","[204, 25, 390, 7695, 17503, 495, 11083, 204, 23, 758, 275, 612, 476, 91, 9669, 204, 23, 273, 532, 9336, 398, 22821, 269, 204, 38, 414, 39047, 248, 7954, 9386, 204, 25]", The,390, The,1.703125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 which they might fire down on attackers trying to break in below. Europeans were typically armed with smooth @-@ bore muskets that had a maximum range,"[585, 506, 1295, 2858, 901, 313, 37684, 2296, 271, 2162, 272, 2249, 204, 25, 36219, 646, 5734, 14257, 335, 5281, 204, 43, 24, 43, 24112, 62354, 1203, 325, 618, 241, 5899, 2393]", of,275, of,0.05029296875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
", topped with a layered split @-@ bamboo roof shaped in a sweeping curved arc, and they are incised with red, black,","[23, 20768, 335, 241, 31239, 8449, 204, 43, 24, 43, 24589, 6343, 14629, 272, 241, 25721, 25618, 14727, 204, 23, 273, 506, 362, 821, 1649, 335, 2400, 204, 23, 2419, 204, 23]", and,273, and,0.82421875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
". At trial, Anderson said that Shay had two drinks at the cafe. She said that Euell had been staring at her, was rude","[204, 25, 1570, 5925, 204, 23, 13421, 746, 325, 47990, 618, 847, 10512, 388, 248, 24524, 204, 25, 1261, 746, 325, 26191, 433, 618, 650, 15920, 388, 573, 204, 23, 398, 24007]", to,271, to,0.9921875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" X, a shadowy colonel in the U.S. Air Force, author, banker, and critic of U.S. foreign policy","[1876, 204, 23, 241, 12376, 100, 64593, 272, 248, 493, 25, 62, 25, 3780, 10182, 204, 23, 2402, 204, 23, 43273, 204, 23, 273, 7517, 275, 493, 25, 62, 25, 5427, 3244]", ,204, ,1.1015625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" British director Mike Newell ( Four Weddings and a Funeral ) filmed Love in the Time of Cholera in Cartagena, Colombia, with","[5282, 5219, 7776, 1184, 433, 204, 19, 9157, 58027, 273, 241, 28314, 204, 20, 29818, 5072, 272, 248, 4690, 275, 48273, 2307, 272, 12118, 353, 4492, 204, 23, 23938, 204, 23, 335]", the,248, the,1.7734375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 intense radio play of the single contributed largely to the attention Deep Purple would get in their early US tours and also during the 1970s. Modern reviews,"[10183, 6377, 884, 275, 248, 2278, 12480, 9540, 271, 248, 3197, 12604, 25183, 631, 577, 272, 525, 2304, 1571, 13814, 273, 614, 1365, 248, 204, 3344, 27, 94, 204, 25, 10751, 4272]", of,275, of,0.83203125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
pitz and no damage was inflicted ; two Seafires failed to return. Another attack was made later in the day without effect. A further,"[91, 6264, 273, 658, 4233, 398, 52112, 204, 38, 847, 1154, 1622, 2336, 6320, 271, 1161, 204, 25, 7362, 3033, 398, 1021, 2185, 272, 248, 1002, 1315, 1334, 204, 25, 317, 2515]", attack,3033, attack,1.203125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" cyclone of the season, peaking with maximum sustained winds of 160 mph ( 260 km / h ) and a minimum barometric","[9971, 481, 275, 248, 2120, 204, 23, 611, 870, 335, 5899, 17498, 17449, 275, 204, 9042, 24846, 204, 19, 204, 17634, 8027, 204, 26, 278, 204, 20, 273, 241, 5865, 2396, 14815]", pressure,3712, pressure,0.024658203125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" best. She embraces the character completely and makes it totally believable "", while Anupama Chopra dismissed her acting as "" artificial ""","[935, 204, 25, 1261, 46643, 248, 2655, 3259, 273, 1798, 334, 5480, 52339, 204, 13, 204, 23, 1093, 1060, 842, 2415, 32047, 344, 20904, 573, 9018, 345, 204, 13, 11526, 204, 13]", ,204, ,0.65625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 artist Victor Brauner from the same time period. Brauner recreated Dracula's castle using the souls of the dead from World War II in order,"[5591, 14325, 5425, 26964, 427, 248, 1144, 601, 2397, 204, 25, 5425, 26964, 656, 9607, 62412, 204, 18, 94, 17450, 1241, 248, 19223, 275, 248, 3617, 427, 2889, 3710, 4036, 272, 1538]", to,271, to,0.023193359375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" contenders — including gold medallists Michael Johnson, Shirley Robertson, Adrian Moorhouse, Steve Redgrave, Jonathan Edwards and Chris Boardman ","[52070, 204, 791, 1497, 3589, 64148, 1351, 5493, 7822, 204, 23, 41290, 36430, 204, 23, 27528, 45069, 4338, 204, 23, 9046, 3509, 59965, 204, 23, 15944, 21776, 273, 7911, 5106, 1342, 204]",—,791,—,0.1494140625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Brockman, he says he is tired of doing his show, and admits to taping Judge Judy over all his old shows featuring Sideshow Bob","[31510, 1342, 204, 23, 332, 1815, 332, 304, 8874, 275, 1836, 545, 1049, 204, 23, 273, 29702, 271, 240, 8819, 16021, 31980, 648, 455, 545, 1442, 3021, 9567, 302, 1910, 4773, 9151]", ,204, ,1.0078125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
"'s work helped overturn established ideas in physics and chemistry, it has had an equally profound effect in the societal sphere. To attain her scientific achievements ","[18, 94, 633, 4664, 47015, 5305, 3318, 272, 15832, 273, 16853, 204, 23, 334, 504, 618, 267, 10148, 14667, 1334, 272, 248, 27779, 23479, 204, 25, 1472, 16899, 573, 6963, 18268, 204]",",",23,",",0.0172119140625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 = = = = Stanley Cup champions in 1906 and 1910 : Historians'debate = = ,"[204, 40, 204, 40, 204, 40, 204, 40, 20540, 8067, 18494, 272, 204, 7001, 33, 273, 204, 6474, 27, 204, 37, 5192, 252, 3112, 204, 18, 8501, 204, 40, 204, 40, 204]",=,40,=,0.007171630859375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Themistocles continued to be pre @-@ eminent among Athenian politicians. However, he aroused the hostility of Sparta by ordering Athens","[27328, 383, 400, 768, 4902, 271, 314, 634, 204, 43, 24, 43, 50611, 2369, 41160, 715, 14408, 204, 25, 2071, 204, 23, 332, 55917, 248, 44944, 275, 1489, 21094, 431, 15724, 26883]", to,271, to,0.357421875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" of Kronstadt, where Trotsky ordered a military response. In the battle that ensued, 600 sailors were killed ; 2","[275, 63654, 28997, 204, 23, 881, 15241, 915, 2950, 8552, 241, 4869, 3253, 204, 25, 529, 248, 6201, 325, 2160, 2015, 204, 23, 204, 6549, 43214, 646, 6109, 204, 38, 204, 29]", ,204,",",2.546875,greedy,■,[41301],1,0.765625,False,True,32
 Coloquios dos Simples ( 1563 ). The first botanical knowledge of the New World came from Spaniard Nicolas Monardes ,"[1640, 14889, 2884, 5124, 3462, 2253, 204, 19, 204, 20447, 30, 204, 20, 204, 25, 390, 772, 50714, 2882, 275, 248, 1184, 2889, 2001, 427, 63260, 435, 39070, 3030, 435, 255, 204]",(,19,(,0.392578125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
", leading to an invasion by King William II of Sicily. On September 11, 1185, during his absence from the capital,","[23, 3736, 271, 267, 18042, 431, 3884, 7533, 4036, 275, 62977, 204, 25, 1440, 3278, 204, 1069, 204, 23, 204, 15711, 32, 204, 23, 1365, 545, 11044, 427, 248, 4236, 204, 23]", Stephen,12287, Frederick,6.0625,greedy, Stephen,[12287],1,2.0,False,True,32
6 season. Schumacher confirmed his retirement. The press release stated that Schumacher would continue working for Ferrari. It was revealed on 29 October,"[33, 2120, 204, 25, 2519, 64372, 7805, 545, 9517, 204, 25, 390, 2091, 3586, 6293, 325, 2519, 64372, 631, 2631, 1660, 312, 27327, 204, 25, 605, 398, 7436, 313, 204, 2237, 3692]", ,204, ,0.4140625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" in single file temporally. To Stratton this meant time had multiple dimensions, since simultaneous events could not be distinguished on the one past @-","[272, 2278, 2608, 11155, 446, 204, 25, 1472, 4517, 47553, 414, 4585, 601, 618, 3381, 12971, 204, 23, 1428, 36364, 2863, 765, 416, 314, 21780, 313, 248, 532, 1701, 204, 43, 24]",@,43,line,4.8125,greedy,>>PREFIX<<,[8],1,1.9140625,False,True,32
" British engagement with Madagascar was henceforth transacted through the French resident, but these communiques were not officially recognized by Ranavalona and her court.","[5282, 8226, 335, 58588, 398, 12526, 38007, 39748, 269, 788, 248, 5063, 11548, 204, 23, 480, 783, 1230, 3429, 646, 416, 11837, 7709, 431, 29495, 10904, 3856, 273, 573, 3520, 204, 25]", The,390,"
",2.140625,greedy,<!,[12600],1,1.796875,False,True,32
"ai Pustaka @-@ published edition which was then adapted by Rd Ariffien ; as such, a review in the Bataviaas","[1418, 337, 411, 8932, 204, 43, 24, 43, 4002, 8453, 585, 398, 832, 16911, 431, 15925, 1118, 700, 1423, 204, 38, 345, 963, 204, 23, 241, 1856, 272, 248, 10952, 23257, 277]",ch,327,iah,2.21875,greedy, Stru,[35694],1,0.216796875,False,True,32
" the Boeotian fortifications of Gla were deserted. In the Peloponnese, a number of buildings surrounding the citadel of Myc","[248, 24730, 303, 715, 5949, 5482, 275, 2477, 76, 646, 44931, 204, 25, 529, 248, 17927, 387, 14137, 2622, 204, 23, 241, 1386, 275, 7621, 8180, 248, 4330, 9970, 275, 1814, 78]",ena,4492,ena,0.02294921875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" consisted of over 14 @,@ 000 foot, with 30 to 40 pieces of artillery. Thomas Stockdale recorded the disposition of","[24363, 275, 648, 204, 1279, 204, 43, 23, 43, 204, 1321, 2772, 204, 23, 335, 204, 1067, 271, 204, 1738, 4855, 275, 38084, 204, 25, 6962, 9143, 15616, 7831, 248, 28880, 275]", the,248, the,0.43359375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
", in 1804, as the sole author. He found the task of managing the printers continually troublesome, but the book met with as","[204, 23, 272, 204, 7159, 31, 204, 23, 345, 248, 6620, 2402, 204, 25, 707, 1217, 248, 4957, 275, 8832, 248, 27661, 17448, 40379, 204, 23, 480, 248, 1204, 1345, 335, 345]", much,866, much,0.84375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" 1976 report by the Catholic Church also estimated the death toll at between 60 @,@ 000 and 100 @,@ 000","[204, 3344, 33, 1416, 431, 248, 9824, 5222, 614, 8719, 248, 2787, 15099, 388, 1192, 204, 1938, 204, 43, 23, 43, 204, 1321, 273, 204, 1425, 204, 43, 23, 43, 204, 1321]", ,204,.,3.203125,greedy,>>SUFFIX<<,[9],1,0.91796875,False,True,32
" rent, the massive size of the facility, and the need to switch to electric locomotives to access its enclosed platforms, Amtrak decided","[4324, 204, 23, 248, 6934, 2275, 275, 248, 6830, 204, 23, 273, 248, 662, 271, 5586, 271, 4782, 44568, 303, 1119, 271, 1565, 701, 29109, 7146, 204, 23, 1731, 9172, 86, 3571]", to,271, to,0.478515625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Shakespeare ; if you recall your salad days, you are quoting Shakespeare ; if you act more in sorrow than in anger, if your wish is","[22508, 204, 38, 565, 299, 10801, 402, 12830, 1522, 204, 23, 299, 362, 40186, 22508, 204, 38, 565, 299, 714, 520, 272, 25666, 661, 272, 11101, 204, 23, 565, 402, 3378, 304]", father,3685, to,1.2734375,greedy,>>QUESTION<<,[6],1,0.1396484375,False,True,32
", a new access route was created from the Florentiusgraben, and the courtyard was landscaped and trees planted. In the late ","[204, 23, 241, 627, 1565, 7128, 398, 2870, 427, 248, 22029, 404, 4962, 42299, 250, 204, 23, 273, 248, 32052, 398, 14936, 6753, 273, 6245, 18445, 204, 25, 529, 248, 3297, 204]",199,1840,19,1.703125,greedy, DVD,[11087],1,1.125,False,True,32
 standard track at Charlotte Motor Speedway is a four @-@ turn quad @-@ oval track that is 1 @.@ 5 miles,"[3304, 2540, 388, 15090, 11239, 42533, 304, 241, 1855, 204, 43, 24, 43, 1411, 16095, 204, 43, 24, 43, 33436, 2540, 325, 304, 204, 28, 204, 43, 25, 43, 204, 32, 4794]", ,204, long,1.7109375,greedy, beispielsweise,[49041],1,0.52734375,False,True,32
 English common name fieldfare dates back to at least the eleventh century. The Anglo @-@ Saxon word feldefare perhaps meant traveller through,"[3536, 2260, 1536, 2206, 16500, 8422, 743, 271, 388, 1931, 248, 7684, 30977, 5594, 204, 25, 390, 42991, 204, 43, 24, 43, 35712, 245, 1511, 13127, 3071, 472, 4428, 4585, 54675, 788]", the,248, the,0.59765625,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
""" of the mise en scène in the opening dream sequence "" put [ him ] under such a powerful spell "" that it lasted the whole film","[13, 275, 248, 25043, 445, 43395, 272, 248, 5135, 3714, 10277, 204, 13, 1340, 204, 70, 801, 204, 72, 813, 963, 241, 4452, 12784, 204, 13, 325, 334, 21982, 248, 2198, 2675]", ,204,.,1.203125,greedy,^{(,[41063],1,0.6875,False,True,32
" torminalis ). There are multiple species of Sorbus within the woods with at least nine native and four imported species, making it","[240, 517, 1453, 259, 204, 20, 204, 25, 1293, 362, 3381, 6114, 275, 302, 14367, 359, 1574, 248, 16089, 335, 388, 1931, 7598, 7863, 273, 1855, 21138, 6114, 204, 23, 1591, 334]", one,532, one,1.109375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 series : the West Indian team was ageing and lacked a leg @-@ spinner ; and the England team had home advantage. England ',"[2559, 204, 37, 248, 3431, 4673, 1255, 398, 43263, 273, 31527, 241, 1483, 204, 43, 24, 43, 64930, 204, 38, 273, 248, 6118, 1255, 618, 1081, 4807, 204, 25, 6118, 204, 18]",s,94,s,0.4453125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Northampton, with around 10 @,@ 000 students on two campuses, offers courses from foundation and undergraduate levels to postgraduate, professional","[3082, 28037, 204, 23, 335, 1111, 204, 696, 204, 43, 23, 43, 204, 1321, 1869, 313, 847, 33961, 204, 23, 2518, 6372, 427, 8361, 273, 19001, 3193, 271, 49338, 204, 23, 2800]", and,273, and,0.671875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" are vulnerable to predation by red foxes, pine martens, European hedgehogs, least weasels and domestic dogs, and","[362, 11053, 271, 3251, 326, 431, 2400, 27224, 255, 204, 23, 15953, 13346, 594, 204, 23, 4588, 24780, 83, 11762, 204, 23, 1931, 360, 277, 1097, 273, 8255, 6204, 204, 23, 273]", by,431, are,3.5,greedy,You,[1357],1,1.8125,False,True,32
" more pronounced maxillary "" steps "" than others. Based on these differences, the mounted skeletons in the American Museum of Natural History (","[520, 24042, 3264, 25996, 204, 13, 4128, 204, 13, 661, 1885, 204, 25, 12573, 313, 783, 7283, 204, 23, 248, 15472, 10048, 48511, 272, 248, 2281, 7189, 275, 9793, 7187, 204, 19]", AM,4582, AM,1.5546875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
"1965 FA Cup Final was an association football match between Liverpool and Leeds United on 1 May 1965 at Wembley Stadium, London ","[3954, 32, 9306, 8067, 12728, 398, 267, 9619, 6130, 3185, 1192, 20292, 273, 33266, 2522, 313, 204, 28, 1896, 204, 3954, 32, 388, 367, 357, 835, 100, 16961, 204, 23, 4414, 204]",.,25,.,0.60546875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" and Vicars'Close, a residential street that has remained intact since the 15th century. The cathedral is a Grade I listed building ","[273, 26794, 1099, 204, 18, 17822, 204, 23, 241, 9708, 5564, 325, 504, 8895, 21393, 1428, 248, 204, 1030, 420, 5594, 204, 25, 390, 41051, 304, 241, 16843, 295, 5740, 2526, 204]",.,25,.,0.78125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" down Clear Creek to the valley ( now part of US 50 ), and an 1863 improvement of the original Johnson's Cut","[901, 14288, 12160, 271, 248, 17855, 204, 19, 849, 622, 275, 1571, 204, 1223, 204, 20, 204, 23, 273, 267, 204, 10380, 30, 7750, 275, 248, 3086, 7822, 204, 18, 94, 11015]", ,204,off,1.7109375,greedy,>>MIDDLE<<,[10],1,1.2890625,False,True,32
" – lead and backing vocals, rhythm and lead guitars, piano, ukulele, banjo, harpsichord, hand","[204, 600, 1210, 273, 17561, 23909, 204, 23, 18410, 273, 1210, 34917, 204, 23, 12382, 204, 23, 11535, 52312, 204, 23, 5607, 6483, 204, 23, 4687, 1496, 479, 595, 204, 23, 978]",cl,539,cl,0.89453125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" tail. Males and females look alike. Its upper parts are colored gray, while its underparts have a white or whitish @-","[6804, 204, 25, 331, 2542, 273, 15688, 706, 13653, 204, 25, 6054, 7418, 3434, 362, 14885, 12704, 204, 23, 1093, 701, 813, 38242, 413, 241, 2612, 379, 30037, 678, 204, 43, 24]",@,43,colored,3.171875,greedy,,[49436],1,1.1015625,False,True,32
" high Indian mortality rate, it could still have been a major factor for other high rates in areas where other exacerbating factors present in India played less of a","[986, 4673, 14830, 2804, 204, 23, 334, 765, 1102, 413, 650, 241, 2084, 5864, 312, 599, 986, 4214, 272, 2698, 881, 599, 26701, 773, 4561, 1652, 272, 3742, 3983, 1499, 275, 241]", role,2836, role,0.061279296875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" said that though he was sympathetic to Sony's need to protect employees, he thought Sony had "" made a mistake. We cannot have a","[746, 325, 1792, 332, 398, 31426, 271, 15311, 204, 18, 94, 662, 271, 1760, 3900, 204, 23, 332, 1465, 15311, 618, 204, 13, 1021, 241, 9492, 204, 25, 703, 2821, 413, 241]", society,4662, situation,2.84375,greedy,Obama,[34955],1,0.16796875,False,True,32
" into communications channels according to frequencies, and each channel is assigned a separate frequency bandwidth in which to broadcast radio waves. This system of dividing the medium into","[679, 9795, 8899, 2938, 271, 26351, 204, 23, 273, 1148, 6443, 304, 10718, 241, 5661, 9957, 24144, 272, 585, 271, 10528, 6377, 11612, 204, 25, 735, 1092, 275, 35811, 248, 5893, 679]", channels,8899, channels,0.74609375,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
 to her inexperience of the world and prone to be nihilistic. Her name is directly drawn from both the eponymous gemstone and the mineral benito,"[271, 573, 272, 45990, 275, 248, 1079, 273, 18984, 271, 314, 287, 42342, 3010, 204, 25, 2783, 1536, 304, 3644, 9655, 427, 1216, 248, 2957, 9586, 59051, 273, 248, 14883, 1486, 4114]",ite,521,ite,0.0018997192382812,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" any audible pauses between words. Segments therefore are distinguished by their distinct sounds which are a result of their different articulations, and they can be either","[607, 48940, 61455, 1192, 2489, 204, 25, 22486, 806, 4859, 362, 21780, 431, 525, 7592, 4914, 585, 362, 241, 1226, 275, 525, 1104, 14641, 5630, 204, 23, 273, 506, 418, 314, 2335]", vow,34012, voiced,2.546875,greedy,Words,[30509],1,2.265625,False,True,32
" an accepted term among the early Gardnerians, as Gardner's followers and initiates became known. Patricia and Arnold Crowther, a Gardner","[267, 7177, 1650, 2369, 248, 2304, 37931, 3112, 204, 23, 345, 37931, 204, 18, 94, 11318, 273, 5208, 750, 3569, 2245, 204, 25, 31812, 273, 28519, 24754, 502, 204, 23, 241, 37931]",ian,715,ian,0.0751953125,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" 2012 ). It was the second episode written by Burns that season, the first being "" Holidays of Future Passed "" ","[204, 626, 29, 204, 20, 204, 25, 605, 398, 248, 1459, 6699, 3523, 431, 30875, 325, 2120, 204, 23, 248, 772, 1003, 204, 13, 31238, 275, 11808, 6898, 269, 204, 13, 204]",.,25,.,0.48046875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
"-@ a @-@ Ride services for the elderly and handicapped are well used, along with the local Community minibus set up by the local Rotary","[24, 43, 241, 204, 43, 24, 43, 24955, 1626, 312, 248, 15285, 273, 65009, 362, 779, 1042, 204, 23, 1858, 335, 248, 1783, 5913, 977, 37545, 889, 510, 431, 248, 1783, 36225]", Club,5488, Club,0.54296875,greedy,>>TITLE<<,[0],1,-1.0,True,True,32
" Kartodikromo published Rasa Merdika ( A Sense of Independence ), which dealt with a young man who goes against his pri","[30638, 349, 807, 397, 90, 4002, 382, 15012, 5863, 79, 7639, 204, 19, 317, 31561, 275, 26530, 204, 20, 204, 23, 585, 16773, 335, 241, 2115, 546, 569, 3271, 1542, 545, 2235]",y,100,ve,3.984375,greedy, touchdown,[18609],1,1.21875,False,True,32
