question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 the site of a significant massacre by the,"[248, 1692, 275, 241, 2589, 43141, 431, 248]", Indian forces,"[4673, 6389]",4.5,greedy,DOWN,"[37385, 4457, 33851]",3.0,1.0,False,True,8.0
" Castelli to James Florence Burke,","[7565, 9452, 271, 4826, 26115, 34009, 204, 23]", who claimed,"[569, 9467]",7.0,gcg,dest,"[13677, 286, 63042, 12384, 52498, 58181, 786, 15386, 60040, 63666, 18219, 60752, 9241, 13946, 58626, 30717]",16.0,0.984375,False,True,8.0
 pea dish was the worst of the offerings,"[50482, 7270, 398, 248, 7290, 275, 248, 14526]",. ,"[204, 25, 204]",3.375,gcg,VALUE,"[34326, 50980, 56785, 57664, 17852, 52045, 2383, 25162, 28197, 13938, 56142, 56124, 44142, 38622, 53633, 36579]",16.0,0.345703125,False,True,8.0
" John Pilger, journalist and document","[2345, 14108, 1548, 204, 23, 16699, 273, 3268]","arian,","[7656, 204, 23]",1.2578125,greedy,Categories,[23497],1.0,0.4140625,False,True,8.0
 and was as a result forced to pull,"[273, 398, 345, 241, 1226, 6584, 271, 3109]", out of the following,"[495, 275, 248, 1863]",1.9765625,gcg,Yoga,"[46636, 43858, 739, 30821, 19410, 5052, 10627, 1439, 57118, 13414, 42533, 24928, 32264, 24917, 24796, 26535, 682, 3512, 56621, 595, 358, 19768, 25614, 30821, 41301, 40358, 50224, 157, 3768, 28266, 33350, 27683]",32.0,0.3984375,False,True,8.0
 Nikki revealed that Brie was rooting for,"[48036, 7436, 325, 341, 3154, 398, 45694, 312]", Team Johnny in the,"[5888, 20233, 272, 248]",3.640625,gcg, blasp,"[58172, 60545, 756, 20816, 24335, 18356, 16789, 2497, 45548, 58030, 44569, 20914, 14698, 49430, 52661, 49560, 27762, 24710, 965, 635, 43977, 15483, 40573, 25963, 19727, 30968, 19446, 18593, 56331, 25447, 42, 9547]",32.0,0.6953125,False,True,8.0
" 64 @,@ 000, with the Patrolmen '","[204, 3306, 204, 43, 23, 43, 204, 1321, 204, 23, 335, 248, 33934, 3279, 204, 18]",s Bene,"[94, 43550]",1.765625,greedy, PubMed,[40898],1.0,0.23828125,False,True,16.0
 which had been extended north from the District of Columbia in 1928.,"[585, 618, 650, 7614, 6775, 427, 248, 6714, 275, 12360, 272, 204, 6182, 35, 204, 25]", Continuing to,"[44316, 271]",6.65625,gcg,Called,"[50607, 32884, 50913, 56945, 24177, 53730, 56357, 44738, 47194, 53368, 20227, 43179, 52336, 41276, 62855, 12194, 10176, 90, 2723, 11807, 17, 45181, 9277, 64249, 41125, 29353, 2497, 49908, 25339, 43806, 43967, 44316]",32.0,1.515625,False,True,16.0
" were exposed to performances by Amrita Arora, Shamita Shetty ","[646, 9182, 271, 11928, 431, 1731, 64023, 1118, 3511, 204, 23, 42906, 3368, 1261, 62992, 204]",", Dia Mir","[23, 35256, 9194]",1.90625,gcg, Ü,"[15042, 1634, 3018, 56599]",4.0,0.89453125,False,True,16.0
". The reviewer for The Australian called the novel "" a meditation on death","[204, 25, 390, 39107, 312, 390, 8562, 1964, 248, 5946, 204, 13, 241, 13772, 313, 2787]", and the fra,"[273, 248, 4756]",2.71875,gcg, microwave,"[21896, 22965, 880, 12463, 2217, 33231, 63979, 11241]",8.0,0.89453125,False,True,16.0
's worst impact was reported on the Tongatapu and ',"[204, 18, 94, 7290, 2549, 398, 3713, 313, 248, 31558, 249, 523, 96, 273, 204, 18]"," Eua,","[399, 4951, 204, 23]",3.109375,gcg,Hist,"[12817, 3768, 258, 13946, 6710, 53053, 10999, 25659]",8.0,0.87109375,False,True,16.0
" hailed "" One Thing "" as "" perfectly executed pop rock ""","[48823, 204, 13, 2146, 26746, 204, 13, 345, 204, 13, 6771, 15916, 1526, 4375, 204, 13]", and opined that,"[273, 970, 1292, 325]",2.234375,gcg, Avalon,"[50040, 6376, 22223, 58755, 2337, 5147, 7166, 30821]",8.0,0.8125,False,True,16.0
" against Henry in 1538, and the Pope encouraging the two countries to attack England. Henry responded in 1539 by ordering, through an","[1542, 9566, 272, 204, 19617, 35, 204, 23, 273, 248, 19306, 13093, 248, 847, 3354, 271, 3033, 6118, 204, 25, 9566, 12125, 272, 204, 19617, 36, 431, 15724, 204, 23, 788, 267]", instruction called,"[10522, 1964]",6.46875,gcg, intimately,"[51151, 45847, 40510, 43385, 28035, 31231, 26990, 1278, 27967, 247, 601, 2122, 14808, 13790, 10522, 482]",16.0,1.484375,False,True,32.0
 13 @.@ 69 g / cm3 when liquid to 14 @.@ 184 g / cm3 when solid ,"[204, 1313, 204, 43, 25, 43, 204, 6186, 294, 204, 26, 6401, 30, 635, 7431, 271, 204, 1279, 204, 43, 25, 43, 204, 11804, 294, 204, 26, 6401, 30, 635, 4820, 204]",. The,"[25, 390]",2.984375,gcg,Treasure,"[47761, 39499, 504, 30915]",4.0,1.28125,False,True,32.0
" to Yad Vashem ( the Holocaust Memorial ) in Jerusalem to witness a ceremony honouring her as "" Righteous Among the Nations "" for","[271, 551, 308, 25922, 4491, 204, 19, 248, 33112, 13950, 204, 20, 272, 17466, 271, 7229, 241, 11326, 22492, 263, 573, 345, 204, 13, 7198, 17513, 11351, 248, 12917, 204, 13, 312]", having hidden the,"[1728, 7905, 248]",2.953125,gcg,Flat,"[44738, 9408, 25936, 59607, 12885, 52951, 43989, 21871, 53251, 9301, 37657, 59223, 2918, 19441, 26920, 24867]",16.0,0.73828125,False,True,32.0
" AD historical encyclopedia, it is estimated he was born c. 340 BC, and that he might have established a reputation in Cos by c ","[7599, 7471, 55401, 204, 23, 334, 304, 8719, 332, 398, 4808, 253, 204, 25, 204, 22996, 12563, 204, 23, 273, 325, 332, 1295, 413, 5305, 241, 9069, 272, 13204, 431, 253, 204]",. 309,"[25, 204, 31890]",2.171875,gcg,NBA,"[49167, 5790, 2541, 11675, 247, 29415, 52412, 246, 6776, 22017, 48125, 33702, 61416, 375, 2753, 8054, 315, 11588, 15772, 54863, 40839, 48933, 6599, 9069, 5633, 8419, 47796, 1964, 64, 30091, 2944, 39496]",32.0,0.72265625,False,True,32.0
" spiralling prices in Perth. By July, however, negotiations between the councils broke down, and the Shire of Perth ( now City","[12967, 17322, 4102, 272, 35548, 204, 25, 2702, 3313, 204, 23, 2537, 204, 23, 18382, 1192, 248, 42857, 8667, 901, 204, 23, 273, 248, 1077, 533, 275, 35548, 204, 19, 849, 2681]", of Stirling ,"[275, 24056, 1366, 204]",1.453125,gcg,acola,"[61036, 51407, 25570, 31827, 24056, 263, 22229, 14273]",8.0,0.026123046875,False,True,32.0
" a stand @-@ up routine in a small club. In the commentary and the interview on the DVD, Bathurst says that he was told","[241, 1405, 204, 43, 24, 43, 510, 8117, 272, 241, 1385, 4230, 204, 25, 529, 248, 19154, 273, 248, 3975, 313, 248, 11087, 204, 23, 10474, 23247, 1815, 325, 332, 398, 2276]", that they would be,"[325, 506, 631, 314]",2.171875,greedy,will,"[11373, 506]",2.0,1.421875,False,True,32.0
 comically revealed to,"[371, 1306, 7436, 271]", be close,"[314, 2469]",4.78125,gcg, comedy,"[13909, 21088, 48695, 57152, 7436, 4390, 11422, 61267]",8.0,0.640625,False,True,4.0
 man. According,"[546, 204, 25, 6480]", to their,"[271, 525]",2.625,greedy, contact,"[2072, 28486]",2.0,0.3984375,False,True,4.0
 would produce the film,"[631, 4634, 248, 2675]",", with","[204, 23, 335]",4.28125,gcg,ais,"[1897, 48927, 39116, 15763, 3055, 4461, 396, 20, 12422, 41464, 25214, 31125, 43039, 1001, 48265, 204]",16.0,1.03125,False,True,4.0
 November 2014,"[3895, 204, 626, 31]",. Moreover,"[204, 25, 10299]",5.71875,gcg, Entire,"[55801, 29303, 54602, 50445, 573, 7544, 35639, 35381, 18366, 531, 1542, 28364, 41873, 8095, 53094, 9850, 279, 26618, 52159, 45180, 24706, 60884, 10666, 1854, 63471, 47682, 15233, 7242, 43161, 35833, 43264, 11825, 6583, 30109, 38850, 15689, 63847, 26765, 37526, 18823, 24431, 45597, 31014, 21881, 36881, 53566, 13877, 570, 18232, 2383, 22192, 18659, 57516, 41370, 958, 579, 61032, 45869, 48784, 3662, 10529, 25631, 1296, 53980]",64.0,1.46875,False,False,4.0
 He started an ambitious,"[707, 2075, 267, 20059]", project that generated most,"[1441, 325, 8583, 758]",4.84375,gcg, labelled,"[44189, 438, 10813, 63602, 32312, 586, 4121, 20894, 10745, 27887, 29402, 23712, 2590, 62314, 20445, 51924, 6597, 2326, 20765, 4294, 7061, 39532, 28813, 15867, 5673, 45924, 36425, 2824, 53519, 62547, 3311, 14941, 41974, 43985, 34657, 17524, 30639, 36778, 4845, 51101, 48430, 46252, 3734, 39072, 2789, 50989, 46894, 35035, 25576, 10793, 21401, 10959, 393, 25576, 325, 55301, 384, 41174, 49393, 6256, 52734, 35155, 49501, 13283]",64.0,1.90625,False,False,4.0
" Ogre ""","[432, 17188, 204, 13]", ) from Tek,"[204, 20, 427, 49479]",6.75,gcg, Tek,"[49479, 8110, 42429, 40207, 18435, 12890, 20636, 1672]",8.0,0.578125,False,True,4.0
 on the planet from a variety of races,"[313, 248, 7712, 427, 241, 3451, 275, 13325]",.,"[204, 25]",4.25,gcg, excerpt,"[33749, 3713, 61478, 16870, 53080, 56559, 11426, 285, 31817, 50578, 31826, 28327, 2237, 12382, 12816, 481, 15148, 39016, 24754, 44183, 56624, 8406, 33135, 6653, 38286, 61383, 21342, 57660, 49369, 39170, 57084, 33807, 12184, 17106, 49741, 49617, 28743, 13325, 46663, 22914, 45299, 222, 33753, 1786, 38069, 12878, 20116, 23807, 56508, 47557, 102, 6146, 193, 19915, 325, 41769, 38483, 251, 836, 17826, 46182, 24696, 51593, 33060]",64.0,0.546875,False,True,8.0
", which is initiated when the player has","[23, 585, 304, 21154, 635, 248, 3850, 504]", weakened a,"[36765, 241]",6.34375,gcg, Harmony,"[43715, 55916, 60971, 57646, 42517, 15448, 321, 15, 60579, 31380, 1956, 50488, 38427, 13568, 17913, 6837, 52121, 10269, 135, 417, 52062, 12384, 41144, 9301, 27167, 12636, 34176, 34603, 46261, 38266, 18381, 48757]",32.0,0.953125,False,True,8.0
" Cobourg Peninsula, while tides","[22944, 377, 82, 31850, 204, 23, 1093, 60618]", were estimated at,"[646, 8719, 388]",3.96875,greedy, étaient,"[23565, 8719, 8051]",3.0,1.4375,False,True,8.0
", at least later in life ","[204, 23, 388, 1931, 2185, 272, 1063, 204]",""".","[13, 204, 25]",3.796875,gcg,Communication,"[46207, 40408, 36425, 53077, 50114, 55992, 43610, 41450, 9520, 5122, 252, 45008, 48541, 6451, 58870, 396, 52882, 28060, 2717, 2541, 13916, 28920, 31495, 6930, 5983, 5340, 20505, 35293, 53006, 60145, 25045, 22607]",32.0,0.75,False,True,8.0
 release : on LP in 197,"[3586, 204, 37, 313, 22618, 272, 204, 3344]","6, on","[33, 204, 23, 313]",2.1875,gcg,-=-=,"[45309, 37024, 29458, 15243, 2517, 29603, 19446, 9935]",8.0,0.91015625,False,True,8.0
 means it is a true work of art,"[1877, 334, 304, 241, 2031, 633, 275, 1076]",", and demands","[204, 23, 273, 9887]",4.78125,gcg,Covid,"[44779, 15746, 41971, 37244, 24591, 59432, 14572, 48675, 37377, 55927, 48387, 8549, 17276, 15171, 40588, 11155, 5696, 41533, 56893, 24836, 24153, 5464, 23674, 46015, 49028, 6535, 24693, 43144, 17721, 61409, 42210, 41477, 34051, 1540, 14375, 36211, 1540, 3419, 943, 30794, 15027, 26617, 1681, 31021, 34902, 62042, 32017, 71, 38765, 24093, 52984, 64507, 51885, 18600, 61315, 58816, 36488, 33403, 44761, 39030, 39231, 27171, 63645, 62377]",64.0,1.7734375,False,False,8.0
u was the most successful female Indonesian music group of the 2000s ,"[96, 398, 248, 758, 4063, 5808, 37259, 2298, 1408, 275, 248, 204, 853, 27, 94, 204]",. Aside,"[25, 29150]",5.375,gcg,�,"[144, 62934, 370, 34090, 59666, 26987, 30268, 35881]",8.0,0.96484375,False,True,16.0
" won ’ t lie to you, I have been talking to writers ","[2107, 204, 329, 240, 5504, 271, 299, 204, 23, 295, 413, 650, 3764, 271, 8898, 204]",... I,"[951, 295]",4.03125,gcg, hashtag,"[37558, 28791, 52647, 59754, 1686, 61477, 61828, 56376]",8.0,0.84375,False,True,16.0
. The brigade served as a test bed for new concepts involving the employment of attack,"[25, 390, 53746, 5410, 345, 241, 1318, 2328, 312, 627, 9592, 10121, 248, 8093, 275, 3033]", helicopters on the,"[46415, 313, 248]",1.96875,gcg, Sparks,"[54463, 16659, 55562, 36400, 13070, 4791, 1440, 42749]",8.0,0.27734375,False,True,16.0
 Woolfolk ( 1978 – 81 ). Robinson,"[27084, 25939, 204, 19, 204, 3344, 35, 204, 600, 204, 10587, 204, 20, 204, 25, 18734]", has scored at,"[504, 10893, 388]",4.4375,gcg,,,,,,,
,"[195, 32055, 1098, 2807, 29042, 46764, 19071, 41779, 62185, 47058, 33774, 27084, 23977, 5616, 4326, 11947, 54605, 30358, 37579, 31067, 52998, 54782, 27903, 8275, 29402, 48, 42372, 193, 18734, 23014, 14507, 31708]",32,0.87890625,False,True,16,,,,,,
" time and energy, and control over the quality of new members. Other","[601, 273, 2399, 204, 23, 273, 1873, 648, 248, 1932, 275, 627, 2094, 204, 25, 4232]", characteristics of the classification,"[9031, 275, 248, 17873]",4.625,gcg,Classes,"[44120, 36929, 62120, 23064, 38003, 39185, 17376, 37]",8.0,1.0234375,False,True,16.0
" s Corps, including the forces of generals Laval, Molitor ","[247, 19756, 204, 23, 1497, 248, 6389, 275, 51639, 393, 10904, 204, 23, 19806, 1998, 204]",", Jardon ","[23, 462, 26836, 204]",3.796875,gcg,okes,"[7491, 19573, 48218, 8826, 1782, 63982, 19530, 59054, 35310, 41533, 41160, 64559, 87, 3344, 56943, 43002, 54856, 48346, 31676, 8870, 19978, 31459, 3413, 51625, 24402, 40677, 42954, 20634, 938, 51417, 40957, 27776, 13435, 35016, 10082, 6948, 16899, 1209, 47911, 42021, 72, 54369, 38257, 35713, 44169, 59071, 17235, 23191, 37900, 34587, 39400, 28681, 44885, 62492, 61436, 16182, 62642, 13558, 52142, 15433, 1204, 53011, 28495, 45273]",64.0,0.703125,False,False,16.0
" of transport, found it hard going to reach the parachute brigade and were still 1 mile ( 1 @.@ 6 km ","[275, 4395, 204, 23, 1217, 334, 1396, 1089, 271, 3665, 248, 49984, 1220, 53746, 273, 646, 1102, 204, 28, 10018, 204, 19, 204, 28, 204, 43, 25, 43, 204, 33, 8027, 204]",) away,"[20, 1514]",0.5390625,base,,[],0.0,0.5390625,True,True,32.0
" command of his platoon of the company. Due to the nature of the country, the only possible approach to the town lay through an open kunai patch","[5129, 275, 545, 62839, 275, 248, 1438, 204, 25, 12768, 271, 248, 3415, 275, 248, 2020, 204, 23, 248, 736, 1777, 3213, 271, 248, 3371, 2815, 788, 267, 1314, 13277, 1418, 11369]", situated directly,"[16792, 3644]",5.75,gcg,Watching,"[52987, 57465, 32631, 242, 392, 51859, 63788, 34495, 6568, 996, 52914, 6885, 51298, 30787, 60758, 18715, 861, 20447, 56804, 354, 4714, 13005, 2017, 42514, 64371, 55920, 14520, 25789, 14805, 30099, 41010, 194]",32.0,1.25,False,True,32.0
 Rings : Conquest. Four incarnations of Gravity Bone were produced during its one @-@ year development. Chung commented during an interview with,"[30426, 204, 37, 1412, 4019, 204, 25, 9157, 51957, 571, 275, 48002, 31777, 646, 5422, 1365, 701, 532, 204, 43, 24, 43, 649, 2138, 204, 25, 59762, 14654, 1365, 267, 3975, 335]", FidGit,"[378, 300, 53454]",7.53125,gcg, Government,"[6286, 60402, 22882, 11399, 45512, 23503, 9267, 9704, 44394, 2833, 41607, 51547, 9799, 51593, 26943, 53454]",16.0,0.93359375,False,True,32.0
"ip Chong, a senior psychiatrist in private practice, believed that Lim was mentally ill at the time of the crimes. Claiming to be ""","[496, 59476, 204, 23, 241, 6259, 45455, 272, 2348, 3100, 204, 23, 7939, 325, 7075, 398, 18364, 2931, 388, 248, 601, 275, 248, 12884, 204, 25, 20740, 263, 271, 314, 204, 13]", judging by the,"[26275, 431, 248]",4.9375,gcg, rand,"[39245, 54487, 2252, 51111, 42773, 63792, 46071, 18913, 257, 45455, 8369, 29446, 484, 323, 2348, 12077, 16240, 23039, 40048, 254, 42525, 5646, 28454, 2291, 54667, 6942, 40366, 55357, 11169, 64453, 44721, 52797]",32.0,1.09375,False,True,32.0
"ock in Moula @-@ Ali, Hyderabad, Mah Laqa constructed a walled compound where she frequently held mushairas. Inside","[764, 272, 43652, 2854, 204, 43, 24, 43, 14771, 204, 23, 37391, 204, 23, 10254, 2284, 37594, 13027, 241, 3058, 269, 14625, 881, 674, 7069, 3053, 15183, 962, 277, 204, 25, 18102]"," this compound,","[414, 14625, 204, 23]",1.203125,gcg,ständig,"[63606, 7166, 41885, 27536, 28414, 17876, 11592, 46916, 54454, 22919, 27766, 27497, 55007, 24299, 10417, 7857, 35192, 37629, 16728, 50801, 664, 40558, 53013, 53475, 40355, 10795, 63126, 29989, 277, 38095, 56512, 49047, 7780, 34928, 59546, 289, 46286, 2795, 7111, 9531, 6197, 42359, 12292, 20198, 47148, 414, 27899, 2118, 962, 61227, 27079, 40730, 3026, 6756, 2717, 57460, 14625, 56612, 61267, 193, 6986, 23941, 59874, 27534]",64.0,0.28125,False,True,32.0
" of Action Dyslexia Delhi, said that the number of parents who visit her office increased tenfold in the months following the film's release.","[275, 9711, 24457, 57338, 14683, 204, 23, 746, 325, 248, 1386, 275, 3300, 569, 1813, 573, 2805, 4044, 3020, 14801, 272, 248, 2137, 1863, 248, 2675, 204, 18, 94, 3586, 204, 25]", Many began taking a,"[4552, 3465, 2290, 241]",5.53125,gcg,Physical,"[30838, 38950, 61317, 25545, 5335, 57422, 7544, 48821, 38141, 56943, 23227, 11430, 46261, 798, 10091, 4274, 12520, 32067, 11312, 56744, 11608, 15890, 60048, 41739, 48061, 55261, 4252, 16617, 1299, 44312, 60684, 26773, 44076, 64388, 39808, 33831, 9049, 38023, 14413, 49960, 55693, 51525, 40322, 261, 4188, 727, 980, 6841, 7060, 715, 7544, 1342, 2717, 42944, 11422, 49741, 13616, 2717, 2291, 29749, 15045, 4552, 59335, 19442]",64.0,1.546875,False,False,32.0
 forming a ten ,"[16455, 241, 3020, 204]",@-,"[43, 24]",6.3125,greedy, ,"[204, 53255, 43]",3.0,0.18359375,False,True,4.0
", a ","[204, 23, 241, 204]",16th,"[1243, 420]",3.75,greedy,Sa,"[27502, 7369]",2.0,0.42578125,False,True,4.0
 consisted of a revival,"[24363, 275, 241, 35124]", of Uncle V,"[275, 25327, 553]",3.578125,gcg,Steven,"[45259, 25327, 37900, 50516]",4.0,0.48828125,False,True,4.0
 it does not contain,"[334, 960, 416, 4020]", the additional content,"[248, 3149, 2147]",4.5,gcg,![,"[26516, 300, 10631, 53722, 39797, 50441, 59949, 2066, 35702, 997, 6719, 2537, 59431, 14307, 63828, 5543]",16.0,1.3515625,False,True,4.0
 the cathedral precent,"[248, 41051, 634, 1467]","or, Adam","[252, 204, 23, 10272]",4.0625,gcg,Adam,"[27745, 20134, 62496, 359, 51031, 18659, 63558, 21840, 342, 20887, 58720, 359, 34591, 25303, 33753, 36396, 44868, 17584, 17282, 15911, 14682, 55282, 6500, 61650, 44620, 36900, 9099, 62342, 26286, 27745, 8275, 36811]",32.0,0.447265625,False,True,4.0
 on the target ,"[313, 248, 2865, 204]",. The radar switch,"[25, 390, 21324, 5586]",5.6875,gcg,Bah,"[62065, 61798, 42166, 12866, 11285, 64280, 21308, 50839, 51252, 24123, 40915, 17918, 21581, 1, 59241, 41612, 46570, 43655, 29890, 1294, 23115, 22247, 51139, 9571, 21419, 18187, 44324, 308, 270, 16828, 35706, 40730]",32.0,0.59765625,False,True,4.0
", adopted a new "" provisional design","[23, 10429, 241, 627, 204, 13, 54246, 1168]"," ""","[204, 13]",0.6484375,base,,[],0.0,0.6484375,True,True,8.0
 however their size does not reflect their age,"[2537, 525, 2275, 960, 416, 4465, 525, 2521]",.,"[204, 25]",3.609375,gcg, countryside,"[25732, 32315, 44485, 204, 25, 16920, 44492, 35827]",8.0,0.54296875,False,True,8.0
" "" was watched by 7 ","[204, 13, 398, 7417, 431, 204, 34, 204]",@.@,"[43, 25, 43]",6.375,greedy,rouwen,"[57488, 663, 8134]",3.0,1.03125,False,True,8.0
 the sites of the aging forts into a,"[248, 3370, 275, 248, 14774, 42672, 679, 241]"," "" Fort","[204, 13, 7369]",4.59375,gcg,"""","[13, 15945, 29610, 63943, 7544, 64108, 50135, 26]",8.0,1.4453125,False,True,8.0
"es, both ctenophores","[255, 204, 23, 1216, 253, 1058, 2779, 2092]", and cnidarians,"[273, 57270, 300, 16527]",0.578125,base,,[],0.0,0.578125,True,True,8.0
", who mentioned during documented unofficial talks","[204, 23, 569, 4708, 1365, 18035, 45344, 9210]",", that he","[204, 23, 325, 332]",2.140625,gcg,"}"")","[47537, 27257, 13827, 49465, 45905, 55779, 40467, 2022]",8.0,0.48828125,False,True,8.0
 Moving Picture News referred to the film as an example of a problematic use of the,"[22250, 21807, 3920, 8659, 271, 248, 2675, 345, 267, 1945, 275, 241, 21793, 745, 275, 248]", United States,"[2522, 2941]",4.15625,gcg,),"[20, 2522, 27854, 49741]",4.0,0.921875,False,True,16.0
 likely to evoke humorous response to the Jackson dashika as well as critical commentary about,"[2486, 271, 48056, 36470, 3253, 271, 248, 8651, 12427, 7639, 345, 779, 345, 4751, 19154, 544]", the presentation,"[248, 7916]",4.625,greedy,了一个,"[64589, 7916]",2.0,1.8671875,False,True,16.0
omenclature. Stop names are not standardized : two otherwise identical stops,"[3330, 539, 1235, 204, 25, 13820, 4495, 362, 416, 28675, 204, 37, 847, 5259, 12840, 12073]", from different organs,"[427, 1104, 20366]",2.46875,gcg,ér,"[5983, 2857, 64185, 22398, 54599, 56084, 40300, 39609, 45259, 54066, 26638, 17604, 50607, 43720, 63898, 41151, 32314, 18347, 30074, 48836, 49989, 48897, 3225, 6560, 6013, 13528, 60673, 4663, 11370, 47006, 13085, 402, 28341, 37310, 27470, 62933, 27091, 17229, 43237, 14672, 28624, 60780, 11850, 4861, 18442, 16328, 52629, 4, 1742, 546, 18534, 31117, 35433, 50, 45457, 329, 17291, 2857, 34035, 3184, 51846, 52498, 47276, 39817]",64.0,1.1484375,False,False,16.0
" by Loma Vista Recordings, Canada by Dine Alone Records,","[431, 393, 5352, 21879, 14534, 621, 204, 23, 4332, 431, 361, 438, 44419, 13957, 204, 23]", Japan by Victor,"[4086, 431, 14325]",3.0,gcg,”.,"[2978, 32612, 38362, 60408, 22147, 58334, 192, 38295]",8.0,0.1748046875,False,True,16.0
" May 17, 2008 at the 2008 Zootopia","[1896, 204, 1392, 204, 23, 204, 853, 35, 388, 248, 204, 853, 35, 1193, 1360, 28286]",", an annual","[204, 23, 267, 5310]",2.671875,gcg, Traveling,"[55085, 35155, 64517, 2998, 58908, 21872, 24540, 21729, 41817, 8406, 46881, 50994, 5765, 1994, 62264, 56756, 12359, 32563, 17112, 32571, 55641, 22607, 23553, 44788, 12435, 61971, 60866, 45466, 40081, 21373, 37112, 5406, 15658, 39603, 48734, 44613, 47591, 28359, 43832, 36486, 57017, 61077, 41732, 56488, 40553, 38901, 37775, 37, 28464, 63142, 11642, 17998, 36864, 22506, 24706, 11422, 37558, 31609, 45323, 47577, 16290, 60454, 17651, 269]",64.0,0.91015625,False,False,16.0
", and had to be defused and removed by the Royal Engineers.","[204, 23, 273, 618, 271, 314, 984, 2391, 273, 6235, 431, 248, 8829, 28695, 204, 25]", In 1962,"[529, 204, 3954, 29]",2.46875,gcg,Debug,"[21545, 10080, 12192, 23405, 1732, 48668, 26403, 43524, 47814, 6521, 53559, 594, 3751, 22940, 29183, 29994, 37912, 7484, 4933, 4595, 22499, 715, 41676, 4350, 7105, 33600, 52810, 46975, 53054, 14235, 63975, 22442, 47814, 40512, 26403, 49741, 49683, 263, 47657, 21, 60179, 19818, 49555, 94, 57365, 63344, 49031, 43268, 21317, 41134, 46233, 27171, 7171, 47994, 44617, 11422, 17148, 22392, 16418, 26600, 41029, 21492, 41817, 21995]",64.0,0.7890625,False,False,16.0
"metric, the intensity was held just below hurricane status. Shortly after, strong wind shear caused the storm to deteriorate, leaving the low @","[22121, 204, 23, 248, 14062, 398, 3053, 645, 2249, 30405, 4458, 204, 25, 46139, 852, 204, 23, 2127, 2177, 44885, 5229, 248, 7695, 271, 61545, 204, 23, 5391, 248, 1958, 204, 43]",-@,"[24, 43]",7.375,gcg,.-,"[10015, 43, 6558, 53053]",4.0,0.6015625,False,True,32.0
 recaptured by the HV in late 1991 ) and towns never under SAO Western Slavonia control ( such as Grubišno,"[62853, 1661, 431, 248, 370, 65, 272, 3297, 204, 1840, 28, 204, 20, 273, 14380, 1328, 813, 10064, 58, 7015, 47571, 9899, 1873, 204, 19, 963, 345, 1758, 528, 84, 4256, 2929]", Polje,"[2513, 3413]",0.072265625,base,,[],0.0,0.072265625,True,True,32.0
" the console and that every detail was "" devilishly handsome "", and also praised the handling of the gameplay as being "" pushed to a climax","[248, 10494, 273, 325, 759, 3730, 398, 204, 13, 20804, 39199, 21676, 204, 13, 204, 23, 273, 614, 27294, 248, 9350, 275, 248, 18327, 345, 1003, 204, 13, 9264, 271, 241, 37199]"," "" ","[204, 13, 204]",0.78515625,greedy, Thc,[61764],1.0,0.28125,False,True,32.0
", and once again finished as runners @-@ up, this time behind King's Lynn. A 4 – 1 victory","[23, 273, 1960, 968, 5077, 345, 22616, 204, 43, 24, 43, 510, 204, 23, 414, 601, 2614, 3884, 204, 18, 94, 25117, 204, 25, 317, 204, 31, 204, 600, 204, 28, 9071]", against Bashley,"[1542, 34707, 1844]",3.734375,gcg,ED,"[2479, 64107, 30028, 26642, 64859, 9115, 62005, 39037, 4474, 75, 34728, 43075, 362, 61394, 791, 521, 22420, 58005, 24338, 61025, 63331, 5502, 5077, 52030, 13066, 58567, 18002, 1542, 34707, 1844, 832, 35733]",32.0,0.240234375,False,True,32.0
" Bosnian Muslim soldiers of the division in mid @-@ October 1944, but it was disbanded and its reliable troops were absorbed by","[16996, 57018, 8828, 10902, 275, 248, 9936, 272, 3852, 204, 43, 24, 43, 3692, 204, 5387, 31, 204, 23, 480, 334, 398, 593, 3474, 269, 273, 701, 7033, 12092, 646, 22185, 431]", the 13th,"[248, 204, 1313, 420]",1.5625,greedy,梁,"[51830, 1313, 22559]",3.0,0.9765625,False,True,32.0
"584 that the dukes elected a new king in the person of Authari, son of Cleph, who began the definitive consolidation and centralization of","[50811, 325, 248, 1681, 7127, 11356, 241, 627, 6693, 272, 248, 923, 275, 24929, 2150, 204, 23, 1990, 275, 11784, 747, 204, 23, 569, 3465, 248, 28196, 26896, 273, 5213, 1587, 275]", the Lombard kingdom while,"[248, 62755, 14793, 1093]",4.0,gcg, Dw,"[32957, 51554, 39183, 49972, 94, 51860, 2281, 13245, 51352, 51652, 22924, 17179, 10870, 337, 22559, 19656, 57713, 54306, 49696, 36062, 32787, 38050, 60442, 42287, 30112, 8006, 6323, 12304, 19423, 1074, 396, 2470, 31228, 55640, 16320, 29043, 52550, 53081, 11608, 17658, 18834, 15007, 6142, 8963, 42125, 18534, 35966, 15082, 50313, 255, 59651, 15992, 38802, 18925, 2211, 359, 35430, 31111, 55814, 3143, 44142, 10206, 25523, 62755]",64.0,1.2578125,False,False,32.0
" 28,","[204, 2086, 204, 23]", 201,"[204, 626]",0.6796875,base,,[],0.0,0.6796875,True,True,4.0
 106 %,"[204, 13601, 204, 16]", of the,"[275, 248]",1.578125,greedy, constitute,[22885],1.0,0.318359375,False,True,4.0
