question_ids,question,answer_ids,answer,question_length,_base_rank
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",16073, Castle,10,29945
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",49781, momentos,10,30210
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",24924, qualche,10,30475
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",40393, stiffness,10,30740
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",41107, specialties,10,31005
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",55992, Lama,10,31270
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",14562,buy,10,31535
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",11599, Loss,10,31800
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",26376, erfol,10,32065
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",46829, suced,10,32330
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",1169,riend,10,32595
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",19870, precaut,10,32860
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",8743, Clin,10,33125
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",59654,laughs,10,33390
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",13488, Peace,10,33655
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",20739, Builder,10,33920
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",40308,witz,10,34185
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",9003, Material,10,34450
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",7018, std,10,34715
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",23097, Eco,10,34980
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",46249, éch,10,35245
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",9495,cers,10,35510
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",48749, Habitat,10,35775
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",36344, playback,10,36040
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",26652, nieu,10,36305
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",59830, vorher,10,36570
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",6914,Dr,10,36835
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",51640,ferably,10,37100
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",24061, Edit,10,37365
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",54158,Putting,10,37630
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",32732,whether,10,37895
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",52463, klein,10,38160
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",60337,Threading,10,38425
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",22662, Launch,10,38690
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",54153, certaine,10,38955
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",3765,�,10,39220
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",29362, péri,10,39485
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",56128, collaboratively,10,39750
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",34336, vå,10,40015
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",54019, Sarasota,10,40280
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",57377, classifications,10,40545
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",56799, Pots,10,40810
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",26530, Independence,10,41075
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",32628, Supplies,10,41340
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",42622,ackle,10,41605
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",50250, interés,10,41870
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",43622, supplementary,10,42135
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",10812,riger,10,42400
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",11078,tail,10,42665
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",39931, Deze,10,42930
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",9784,bridge,10,43195
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",36257,"}"",",10,43460
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",55632,grance,10,43725
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",48283, fullness,10,43990
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",33281,mol,10,44255
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",10634,content,10,44520
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",64535, Fass,10,44785
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",50466,gat,10,45050
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",16907,oubtedly,10,45315
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",26577,ispens,10,45580
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",38720,"(""#",10,45845
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",62164, searchable,10,46110
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",55768, culmination,10,46375
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",58264,ansson,10,46640
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",6436,VE,10,46905
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",30447, fairness,10,47170
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",28923,"(""%",10,47435
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",59063, Antarctic,10,47700
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",31910, Apartments,10,47965
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",27700, Wealth,10,48230
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",43909,"][""",10,48495
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",15894, deriv,10,48760
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",32246,amour,10,49025
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",26608,Added,10,49290
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",58323, metaphysical,10,49555
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",55396,preis,10,49820
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",21053,olute,10,50085
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",63686,Dopo,10,50350
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",47597, Versand,10,50615
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",50232,zerw,10,50880
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",26299,lé,10,51145
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",53466,副,10,51410
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",17246,oppers,10,51675
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",22836, Heights,10,51940
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",20936,gere,10,52205
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",56160, Directorate,10,52470
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",54658,fern,10,52735
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",42001, înc,10,53000
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",60515,ourdes,10,53265
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",35893,ptive,10,53530
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",58380,NODE,10,53795
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",39857,ovy,10,54060
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",62427,versal,10,54325
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",29051,Symbol,10,54590
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",26016,需,10,54855
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",36796,rieben,10,55120
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",55085, Traveling,10,55385
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",37712,ARR,10,55650
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",59307,prochen,10,55915
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",33178,��,10,56180
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",61708,我不,10,56445
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",10967,尔,10,56710
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",34037,297,10,56975
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",17987,atable,10,57240
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",20072,ariant,10,57505
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",7941,table,10,57770
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",38078,engeance,10,58035
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",36498, Transaction,10,58300
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",54003,�一,10,58565
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",56852,ône,10,58830
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",238,�,10,59095
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",40301,ecu,10,59360
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",34638, vě,10,59625
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",38908,环,10,59890
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",24375,nung,10,60155
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",45920,甘,10,60420
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",52351,akening,10,60685
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",56090,York,10,60950
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",44147, Collaborative,10,61215
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",54093, Rankings,10,61480
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",20293, wszyst,10,61745
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",23236,ální,10,62010
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",48750,猛,10,62275
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",20931,integr,10,62540
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",49441,ográ,10,62805
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",58193, Metrics,10,63070
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",33686,spin,10,63335
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",35911,Jak,10,63600
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",37994,Ultimately,10,63865
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",61473,狱,10,64130
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",60781,Cite,10,64395
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",57426,898,10,64660
"[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]"," patch of grass, one of the firemen",50640,091,10,64925
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,19,(,16,0
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,48893,"–,",16,265
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,26541,323,16,530
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,40005,�,16,795
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,41346,711,16,1060
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,40736,-*-,16,1325
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,57740,--;,16,1590
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,50801,748,16,1855
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,402, your,16,2120
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5361, Although,16,2385
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,9128,Contact,16,2650
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,28037,ampton,16,2915
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,28921, Secondary,16,3180
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,3281, member,16,3445
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,17794,www,16,3710
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,62502, LOS,16,3975
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5452, RE,16,4240
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5495,那,16,4505
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,4934, direction,16,4770
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,10032,�,16,5035
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,2596, sat,16,5300
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,4164, Jack,16,5565
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,16023, Soviet,16,5830
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,17561, backing,16,6095
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,6608, Beach,16,6360
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,17319, MT,16,6625
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,16095, quad,16,6890
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1943, perfect,16,7155
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5923, rise,16,7420
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,3537, attempt,16,7685
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,35209, northwest,16,7950
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,22913, susceptible,16,8215
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,20586, exempt,16,8480
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,15344, junior,16,8745
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,35181,LETE,16,9010
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,2176,uation,16,9275
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,54568, modernization,16,9540
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,42935, mt,16,9805
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,42543, Outer,16,10070
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,7914, investigation,16,10335
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,6749, interests,16,10600
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,45313, Cush,16,10865
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,7830,iders,16,11130
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,10730, principle,16,11395
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,18477,sequently,16,11660
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,20733, enact,16,11925
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,53601,reditation,16,12190
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,32625, Rated,16,12455
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,23722, Election,16,12720
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,46969,ueill,16,12985
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,20027,LAY,16,13250
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,34772, ATP,16,13515
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,2748, seems,16,13780
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,13001,father,16,14045
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,42518, parasites,16,14310
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,39964, Famous,16,14575
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,6271, theory,16,14840
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,10445,ateur,16,15105
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,60570, Acne,16,15370
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,15374, migration,16,15635
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,3941, evidence,16,15900
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,28909,ecycle,16,16165
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,23806,uart,16,16430
