question_ids,question,answer_ids,answer,question_length,_base_rank
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1030,15,10,37
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",18,',10,38
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1067,30,10,39
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",928,12,10,40
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",14559,182,10,41
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",26,/,10,42
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",3614,09,10,43
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",13,"""",10,44
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1069,11,10,45
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",34,7,10,46
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",513,..,10,47
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",898,…,10,48
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",951,...,10,49
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",20,),10,50
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1243,16,10,51
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",12279,203,10,52
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",14077,181,10,53
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1313,13,10,54
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1425,100,10,55
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1392,17,10,56
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",2791,31,10,57
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",35,8,10,58
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1121,18,10,59
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",3924,07,10,60
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",660,19,10,61
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",31847,",[",10,62
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",9963,",.",10,63
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",3091,01,10,64
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",488,“,10,65
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1152,(),10,66
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1279,14,10,67
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",13694,210,10,68
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",3739,08,10,69
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",36,9,10,70
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",1868,21,10,71
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",7990,101,10,72
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",3881,06,10,73
"[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]"," local buses, and from 5 April ",7159,180,10,74
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,19,(,16,0
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,70,[,16,1
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,600,–,16,2
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,24,-,16,3
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,25,.,16,4
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,791,—,16,5
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,951,...,16,6
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,563,--,16,7
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,23,",",16,8
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,898,…,16,9
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,2291,•,16,10
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,38,;,16,11
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,13,"""",16,12
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,4753,().,16,13
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,17,&,16,14
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,28,1,16,15
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,19778,[[,16,16
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,30,3,16,17
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,29,2,16,18
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,10510,([,16,19
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,37,:,16,20
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,21,*,16,21
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1672,"(""",16,22
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,25858,(#,16,23
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,31,4,16,24
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,47388,(~,16,25
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,3866,($,16,26
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,6873,.[,16,27
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1152,(),16,28
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,62155,(>,16,29
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,103,|,16,30
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,22633,(.,16,31
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,763,**,16,32
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,14,#,16,33
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,32,5,16,34
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5154,[…],16,35
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,488,“,16,36
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,26,/,16,37
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,513,..,16,38
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,33,6,16,39
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,4100,·,16,40
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,27,0,16,41
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,13190,[...],16,42
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,17764,(+,16,43
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,4278,[],16,44
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,39,<,16,45
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,2497,....,16,46
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,36,9,16,47
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,11212,(“,16,48
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,35,8,16,49
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,34,7,16,50
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,39207,(<,16,51
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1069,11,16,52
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,72,],16,53
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,42,?,16,54
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5636,"(),",16,55
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,20,),16,56
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,928,12,16,57
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,696,10,16,58
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,73,^,16,59
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1463,24,16,60
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,691,).,16,61
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1313,13,16,62
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,853,200,16,63
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,15,$,16,64
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,5689,….,16,65
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1243,16,16,66
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1279,14,16,67
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1121,18,16,68
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,102,{,16,69
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1030,15,16,70
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1392,17,16,71
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,1738,40,16,72
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,10164,"...""",16,73
"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", a part of the National Highway System as a principal arterial for its entire length ,626,201,16,74
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,193,"
",16,0
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,204, ,16,1
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,33652, Specifications,16,2
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,563,--,16,3
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,35529,Specifications,16,4
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,390, The,16,5
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,11384, Mi,16,6
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,25,.,16,7
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,22713, Flight,16,8
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,5459, Engine,16,9
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,18378, Mig,16,10
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,36825,------------------------------------------------,16,11
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,16051, specifications,16,12
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,735, This,16,13
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,44740, Aircraft,16,14
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,317, A,16,15
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,9823, Description,16,16
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,15430,----------------------------------------------------------------,16,17
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,6187,--------------------------------,16,18
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,14140, Technical,16,19
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,6724, Russian,16,20
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,431, by,16,21
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,2943,----------------,16,22
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,529, In,16,23
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,11,<|endoftext|>,16,24
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,49476, Specs,16,25
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,14,#,16,26
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,22613, Dimensions,16,27
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,880,//,16,28
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,9622,---,16,29
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,51977, Specification,16,30
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,30476, Pilot,16,31
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,3780, Air,16,32
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,1001,"

",16,33
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,378, F,16,34
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,23,",",16,35
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,26607, �,16,36
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,295, I,16,37
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,37,:,16,38
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,331, M,16,39
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,10116, Features,16,40
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,38,;,16,41
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,1212,"
 ",16,42
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,487,The,16,43
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,103,|,16,44
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,15244,________________________________,16,45
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,15109, Original,16,46
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,4860, General,16,47
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,21,*,16,48
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,6276, Type,16,49
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,301, T,16,50
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,4541, Mod,16,51
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,30796,-----,16,52
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,2291,•,16,53
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,8414, Model,16,54
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,8169, Weight,16,55
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,1495, All,16,56
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,6653, Russia,16,57
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,105,~,16,58
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,10572, Arm,16,59
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,354, v,16,60
"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",= Specifications ( MiG @-@ 9 ) =,553, V,16,61
